Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
[ESPT]amoll32513,93,43,2.16,27,1.07,0.49,8,4,0,0,8.00,0.00,//Shen: 27,Void | Overblazzed: 10,"155MM HOWITZER [M114]: 89, M1A1 THOMPSON: 3, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] SCAV_Suka,84,31,2.71,12,0.97,0.36,5,0,1,1,11.00,0.00,//prankster: 5,Void | Crohny: 8,"BROWNING M1919: 44, M97 TRENCH GUN: 23, M1 GARAND: 6, M1918A2 BAR: 6, M1 CARBINE: 4, M2 AP MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] Valhalla,76,70,1.09,6,0.89,0.82,7,2,1,1,4.00,0.00,//TheProkage: 8,//bEARcore.: 7,"M1 GARAND: 51, SATCHEL: 10, BAZOOKA: 7, M1A1 THOMPSON: 4, M97 TRENCH GUN: 3, M3 GREASE GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] Nuc1e4r_,76,26,2.92,28,0.87,0.3,11,2,0,0,32.00,0.00,//Shen: 13,//ulT1Mate: 11,"155MM HOWITZER [M114]: 63, 37MM CANNON [Stuart M5A1]: 9, COAXIAL M1919 [Stuart M5A1]: 2, M1A1 THOMPSON: 1, Opel Blitz (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] TaKaHara,70,44,1.59,8,0.79,0.5,3,0,1,1,5.00,1.00,//DIЯƬYDΛП: 4,//DIЯƬYDΛП: 7,"M1 GARAND: 69, BAZOOKA: 1",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] Shaka Zulu,67,31,2.16,8,0.77,0.36,2,0,0,0,9.00,0.00,//stevE: 5,//Senpuu: 8,"M1 GARAND: 64, MK2 GRENADE: 3",http://144.126.151.248:8010/#/gamescoreboard/7975
[ESPT] Clabsos,66,65,1.02,5,0.76,0.75,8,0,1,1,4.00,0.00,//W0RSTGUITARIST: 7,//6'9 120lbs: 8,"M1 GARAND: 61, MK2 GRENADE: 2, M1A1 THOMPSON: 2, M3 GREASE GUN: 1",http://144.126.151.248:8010/#/gamescoreboard/7975
Top,129,1,129,123,1.48,0.01,1,1,0,0,3.00,3.00,Ben Shapiro With Dri: 1,[EASY] viking-360: 8,"75MM CANNON [Sd.Kfz.171 Panther]: 87, COAXIAL MG34 [Sd.Kfz.171 Panther]: 36, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 6",http://144.126.151.248:8010/#/gamescoreboard/7974
//KillSwitcH,86,27,3.19,17,1.26,0.4,4,0,0,0,7.00,1.00,JoshuaDoRANTes: 3,FireworkFuse: 8,"STG44: 65, SATCHEL: 15, M43 STIELHANDGRANATE: 3, UNKNOWN: 2, FELDSPATEN: 1",http://144.126.151.248:8010/#/gamescoreboard/7963
[ESPT] TheWhiz-,75,34,2.21,10,1.0,0.45,4,0,0,0,14.00,0.00,[OP] ☀ Jamon: 5,C o C o: 7,"M1 GARAND: 73, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7963
[ESPT] Valhalla,67,28,2.39,12,1.2,0.5,7,0,0,0,7.00,1.00,[ESPT] Pizza Hut®'s : 2,[ESPT] Drone: 4,"M1 GARAND: 49, M1918A2 BAR: 13, BAZOOKA: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7963
[ESPT] ErichHartman,80,29,2.76,11,1.29,0.47,6,0,0,0,7.00,0.00,[SE:VH] Napalm: 2,Herculez_xD: 6,"GEWEHR 43: 65, STG44: 13, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7947
[ESPT] TheWhiz-,71,31,2.29,8,0.92,0.4,6,0,0,0,8.00,1.00,GoonSquad71: 3,GoonSquad71: 5,"M1 GARAND: 66, M1A1 THOMPSON: 5",http://144.126.151.248:8010/#/gamescoreboard/7947
Three,71,14,5.07,30,1.02,0.2,2,0,0,0,9.00,1.00,Honorable: 2,lHypeR.: 5,MG42: 71,http://144.126.151.248:8010/#/gamescoreboard/7942
Da_xManimal,66,19,3.47,18,0.94,0.27,4,1,0,0,17.00,1.00,Mattno: 2,dmanbiker: 6,"STG44: 59, SATCHEL: 5, KARABINER 98K: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7942
[ESPT] Garam,81,33,2.45,11,0.93,0.38,6,0,0,0,8.00,0.00,[ESPR] Nello: 4,Wurt: 4,"M1 GARAND: 78, M97 TRENCH GUN: 3",http://144.126.151.248:8010/#/gamescoreboard/7940
[ESPT] Kuhndog94,67,27,2.48,8,0.77,0.31,3,0,0,0,12.00,0.00,Kill Sorry: 3,[JGL]DEAD: 5,"M1 GARAND: 62, BAZOOKA: 5",http://144.126.151.248:8010/#/gamescoreboard/7940
[ESPT] rupert,107,20,5.35,19,1.26,0.24,4,0,1,1,9.00,1.00,gtN1: 2,[ESPT] Victorinus Wa: 8,"M1 GARAND: 106, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7938
[ESPT] Mr. Wallace,84,33,2.55,9,0.99,0.39,4,0,1,1,7.00,1.00,Faberge egg: 4,zippy9000: 6,"M1918A2 BAR: 77, MK2 GRENADE: 4, UNKNOWN: 3",http://144.126.151.248:8010/#/gamescoreboard/7938
[ESPT] Lost,70,22,3.18,11,1.1,0.35,3,0,0,0,9.00,1.00,CoMaNDoS: 3,yeezus kue: 7,"M1 GARAND: 51, BAZOOKA: 16, M3 Half-track: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7938
[ESPT] NothingTooFan,65,22,2.95,12,0.97,0.33,2,0,0,0,8.00,1.00,ThePrussiaKaiser: 3,don-the-ross-and-cro: 4,"M1 GARAND: 59, M1 CARBINE: 3, MK2 GRENADE: 2, M2 AP MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7938
[ESPT] GHOST,261,15,17.4,91,2.98,0.17,3,8,0,0,15.00,1.00,[ESPR] Kryonic;: 8,>f7> Super Cereal: 16,"150MM HOWITZER [sFH 18]: 254, GEWEHR 43: 6, M1A1 AT MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7936
boggy,111,3,37,107,1.27,0.03,2,1,0,0,79.00,1.00,Pvt Parts: 1,SmokenDragoon: 8,"155MM HOWITZER [M114]: 107, M1 GARAND: 4",http://144.126.151.248:8010/#/gamescoreboard/7936
sircapsalot,69,14,4.93,32,0.78,0.16,3,0,0,0,31.00,1.00,[ESPT] GHOST: 5,QuickDraw PhilMcGraw: 4,"M1903 SPRINGFIELD: 68, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7936
cbn``*,68,19,3.58,21,0.78,0.22,3,0,0,0,17.00,1.00,boggy: 3,=ISis=_Nova*: 5,"KARABINER 98K x8: 65, WALTHER P38: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7936
[ESPR] Villanovanavy,68,2,34,52,0.78,0.02,1,4,0,0,53.00,27.00,[EASY]DoC.: 1,Gannndalf: 7,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 60, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 7, WALTHER P38: 1",http://144.126.151.248:8010/#/gamescoreboard/7932
spitfire21,66,2,33,57,0.75,0.02,1,1,0,0,53.00,28.00,Big Fig: 2,RoopDiggetty: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 46, COAXIAL MG34 [Sd.Kfz.171 Panther]: 11, HULL MG34 [Sd.Kfz.161 Panzer IV]: 6, Sd.Kfz.161 Panzer IV: 3",http://144.126.151.248:8010/#/gamescoreboard/7932
Pocket Rocket,97,3,32.33,66,1.16,0.04,1,0,0,0,57.00,8.00,N0TSK0RPI0N: 2,Talwind: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 56, COAXIAL MG34 [Sd.Kfz.171 Panther]: 35, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 4, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2",http://144.126.151.248:8010/#/gamescoreboard/7928
SCAV_Suka,84,10,8.4,56,1.08,0.13,3,1,0,0,10.00,1.00,Capt Empathy: 2,Kitasan: 7,"M1 GARAND: 79, M1 CARBINE: 2, M97 TRENCH GUN: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7928
[ESPT] Digishadow,71,8,8.88,26,1.05,0.12,3,3,0,0,25.00,1.00,Knight: 5,Mannis: 6,"150MM HOWITZER [sFH 18]: 62, MP40: 9",http://144.126.151.248:8010/#/gamescoreboard/7928
CoRe | RazeN,191,16,11.94,41,2.2,0.18,4,1,0,0,13.00,0.00,//DirtyĐan: 9,//DirtyĐan: 10,"155MM HOWITZER [M114]: 167, M1 GARAND: 18, M1A1 THOMPSON: 5, S-MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7918
[ESPT] Valhalla,79,7,11.29,47,0.9,0.08,3,3,0,0,49.00,1.00,//Kamy: 2,Firelion7654: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 38, COAXIAL M1919 [Sherman M4A3E2(76)]: 20, 75MM M3 GUN [Sherman M4A3E2]: 7, 75MM CANNON [Sherman M4A3(75)W]: 7, COAXIAL M1919 [Sherman M4A3E2]: 4, STRAFING RUN: 2, HULL M1919 [Sherman M4A3E2(76)]: 1",http://144.126.151.248:8010/#/gamescoreboard/7918
[ESPT] Shaka Zulu,85,9,9.44,20,1.65,0.18,1,4,0,0,11.00,1.00,SgtSmoochy: 2,Not Ron Swanson: 4,"M1 GARAND: 32, STG44: 27, GEWEHR 43: 17, KARABINER 98K: 3, SATCHEL: 2, M43 STIELHANDGRANATE: 2, MP40: 1, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7912
[ESPT] Valhalla,70,9,7.78,17,1.21,0.16,2,0,1,1,14.00,1.00,[ESPT] Onety One: 1,UNREAL: 12,"FG42 x4: 61, KARABINER 98K x8: 8, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7909
[ESPT] Kuhndog94,69,30,2.3,13,0.79,0.35,4,0,0,0,15.00,1.00,BigNikkiSmalls: 5,Ibuprofen__: 5,"M1 GARAND: 52, BROWNING M1919: 15, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7902
Iceman,134,7,19.14,70,1.5,0.08,4,1,0,0,21.00,1.00,[ESPT] Gefahrmaus: 5,Drowsierentree3: 9,"155MM HOWITZER [M114]: 132, M1 GARAND: 2",http://144.126.151.248:8010/#/gamescoreboard/7900
mdr09d,75,15,5,54,0.95,0.19,4,4,0,0,16.00,1.00,IRSmoh: 3,Mere Bard: 7,"150MM HOWITZER [sFH 18]: 65, MG34: 9, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7900
Prison Mike,70,5,14,22,0.79,0.06,1,0,0,0,23.00,6.00,justcallmealfie: 2,MikeWhoCares: 4,"75MM CANNON [Sd.Kfz.171 Panther]: 30, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 20, COAXIAL MG34 [Sd.Kfz.234 Puma]: 9, COAXIAL MG34 [Sd.Kfz.171 Panther]: 7, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 3, COAXIAL MG34: 1",http://144.126.151.248:8010/#/gamescoreboard/7900
[ESPT]hornetkv,70,21,3.33,15,1.08,0.32,3,1,1,1,8.00,1.00,The Craven Raven: 3,{RoKo} Sya: 5,"GEWEHR 43: 63, M43 STIELHANDGRANATE: 5, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7899
[ESPT] Ozzinator,65,33,1.97,7,0.74,0.38,4,0,0,0,7.00,0.00,Void | PROfound: 4,T-Snydes: 4,"M1 GARAND: 60, MK2 GRENADE: 3, BAZOOKA: 1, M1A1 THOMPSON: 1",http://144.126.151.248:8010/#/gamescoreboard/7888
[ESPT] DriveBy,102,50,2.04,10,1.16,0.57,4,0,0,0,6.00,0.00,[ESPT] Kiwi: 5,[ESPT]hornetkv: 10,"STG44: 62, GEWEHR 43: 39, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7887
[OP] ♞ MarsRover,89,0,89,89,1.02,0,0,9,0,0,0.00,167.00,,[ESPT]Scythe: 7,150MM HOWITZER [sFH 18]: 89,http://144.126.151.248:8010/#/gamescoreboard/7887
[ESPT] Valhalla,88,30,2.93,14,1.0,0.34,2,1,0,0,10.00,0.00,[ESPT] Garam: 4,[ESPT] Mongo: 7,"MG42: 36, GEWEHR 43: 24, KARABINER 98K: 20, PANZERSCHRECK: 7, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7887
[ESPT] HiSpeedHilly,88,56,1.57,11,1.0,0.63,6,1,1,1,5.00,0.00,[ESPT] coolpolak: 6,[OP] ♠ Leeps011: 8,"M1 GARAND: 72, BAZOOKA: 6, MK2 GRENADE: 5, M1A1 THOMPSON: 2, M97 TRENCH GUN: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7887
[OP] ♠ Leeps011,80,46,1.74,10,0.92,0.53,5,1,1,1,8.00,0.00,[OP] φ DON V1CE: 12,[OP] φ DON V1CE: 10,"STG44: 61, GEWEHR 43: 8, MP40: 4, KARABINER 98K: 4, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7887
[ESPT] TheWhiz-,78,44,1.77,7,0.9,0.51,5,0,0,0,5.00,0.00,[ESPT] Shaka Zulu: 5,[ESPT] Mongo: 9,"GEWEHR 43: 76, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7887
Invader,77,26,2.96,10,0.89,0.3,3,0,0,0,8.00,1.00,[ESPR] GrowlingDuck: 3,[ESPT] Kiwi: 8,"FG42 x4: 75, S-MINE: 2",http://144.126.151.248:8010/#/gamescoreboard/7887
[OP] φ DON V1CE,70,63,1.11,5,0.8,0.72,5,0,2,1,3.00,0.00,[BHB] Pope Vyn: 11,[OP] ♠ Leeps011: 12,"M1 GARAND: 48, M1A1 THOMPSON: 14, MK2 GRENADE: 3, M3 GREASE GUN: 2, BAZOOKA: 1, SATCHEL: 1, M1918A2 BAR: 1",http://144.126.151.248:8010/#/gamescoreboard/7887
[BHB] Pope Vyn,69,48,1.44,7,0.79,0.55,7,3,3,1,5.00,0.00,[OP] φ DON V1CE: 8,[OP] φ DON V1CE: 11,"STG44: 59, SATCHEL: 3, M43 STIELHANDGRANATE: 3, MP40: 2, GEWEHR 43: 2",http://144.126.151.248:8010/#/gamescoreboard/7887
[ESPT] Fortress™,66,17,3.88,25,0.75,0.19,3,0,0,0,24.00,1.00,[ESPT] HiSpeedHilly: 5,[ESPT] Clabsos: 7,MG42: 66,http://144.126.151.248:8010/#/gamescoreboard/7887
ツ-TEC-ツ,126,22,5.73,19,1.61,0.28,3,1,1,1,12.00,1.00,PipePistoleer: 3,Steveland Cleamer: 9,"M1918A2 BAR: 77, M1 GARAND: 33, MK2 GRENADE: 9, M1A1 THOMPSON: 4, M1 CARBINE: 3",http://144.126.151.248:8010/#/gamescoreboard/7885
[ESPT]Boomer,71,41,1.73,14,0.81,0.47,4,0,2,1,9.00,0.00,Tir0Loc0: 4,J3: 5,"M1 GARAND: 68, UNKNOWN: 2, Sd.Kfz.121 Luchs: 1",http://144.126.151.248:8010/#/gamescoreboard/7885
Rodrigo F.,83,19,4.37,15,1.1,0.25,2,0,0,0,13.00,0.00,Hoot MDCCLXXVI: 2,Brigade: 6,"M1 GARAND: 78, MK2 GRENADE: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7880
Marx,65,23,2.83,10,0.89,0.31,3,0,0,0,11.00,0.00,Lt.Focusin: 8,NETTO 🂡: 6,"FG42 x4: 59, S-MINE: 4, KARABINER 98K x8: 1, 150MM HOWITZER [sFH 18]: 1",http://144.126.151.248:8010/#/gamescoreboard/7880
6Z-32 | Josh,65,6,10.83,33,0.9,0.08,1,3,0,0,21.00,4.00,Dr Q: 1,SavageTrumpet25: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 37, 75MM CANNON [Sherman M4A3(75)W]: 12, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, TELLERMINE 43: 4, COAXIAL M1919 [Sherman M4A3(75)W]: 2",http://144.126.151.248:8010/#/gamescoreboard/7880
Recluse,76,1,76,74,1.09,0.01,1,1,0,0,53.00,53.00,King Death: 1,gavrainspain86: 8,"150MM HOWITZER [sFH 18]: 74, KARABINER 98K: 2",http://144.126.151.248:8010/#/gamescoreboard/7873
Ryane,76,2,38,42,1.19,0.03,1,0,0,0,35.00,5.00,PAR: 1,BigFudge: 6,"20MM KWK 30 [Sd.Kfz.121 Luchs]: 31, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 19, COAXIAL MG34 [Sd.Kfz.234 Puma]: 10, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 10, MG34: 3, Sd.Kfz.234 Puma: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7873
Prison Mike,65,4,16.25,30,0.89,0.05,2,6,0,0,32.00,1.00,Silverfox75: 2,PC_FanBoy: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 41, 75MM CANNON [Sherman M4A3(75)W]: 13, COAXIAL M1919 [Sherman M4A3(75)W]: 7, COAXIAL M1919 [Sherman M4A3E2(76)]: 4",http://144.126.151.248:8010/#/gamescoreboard/7872
[ESPT] Valhalla,145,22,6.59,22,1.67,0.25,2,0,0,0,16.00,0.00,[ESPT] Revenant: 3,Flexo: 13,"FG42 x4: 135, KARABINER 98K x8: 10",http://144.126.151.248:8010/#/gamescoreboard/7859
[ESPT] TheWhiz-,137,44,3.11,16,1.58,0.51,3,0,0,0,8.00,0.00,[ESPT] Revenant: 6,[ESPT] Revenant: 9,"GEWEHR 43: 125, M43 STIELHANDGRANATE: 4, MP40: 3, UNKNOWN: 3, BOMBING RUN: 1, WALTHER P38: 1",http://144.126.151.248:8010/#/gamescoreboard/7859
[ESPT] Revenant,68,50,1.36,10,0.78,0.57,5,0,1,1,6.00,0.00,[ESPT] TheWhiz-: 9,ZZ_TOP: 7,"M1 GARAND: 54, BAZOOKA: 5, MK2 GRENADE: 3, M97 TRENCH GUN: 3, SATCHEL: 1, UNKNOWN: 1, BROWNING M1919: 1",http://144.126.151.248:8010/#/gamescoreboard/7859
[ESPT] Valhalla,95,15,6.33,32,1.63,0.26,2,0,1,1,9.00,1.00,Tir0Loc0: 3,Stormhammer: 9,FG42 x4: 95,http://144.126.151.248:8010/#/gamescoreboard/7858
GreedyDuck,70,27,2.59,15,0.8,0.31,5,1,2,1,19.00,1.00,[ESPT] Kiwi: 2,[ESPT] Garam: 6,"M1 GARAND: 68, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7853
[ESPT]Boomer,69,45,1.53,8,0.79,0.51,6,0,2,1,8.00,0.00,[ESPT] Kiwi: 7,Call.Me.Ponzi: 5,"M1 GARAND: 49, M1A1 THOMPSON: 11, BAZOOKA: 9",http://144.126.151.248:8010/#/gamescoreboard/7853
[ESPT] Valhalla,104,33,3.15,10,1.22,0.39,3,0,3,2,8.00,0.00,[ESPT] Sikon: 4,Clownface: 7,"FG42 x4: 100, UNKNOWN: 2, S-MINE: 1, 150MM HOWITZER [sFH 18]: 1",http://144.126.151.248:8010/#/gamescoreboard/7851
DriveBy,86,42,2.05,16,1.02,0.5,3,0,2,1,6.00,0.00,[ESPT] WimZy: 5,Dirty Dan: 9,"GEWEHR 43: 78, STG44: 6, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7851
[ESPT] WimZy,80,22,3.64,19,0.91,0.25,3,0,0,0,12.00,1.00,TheNakedGiant: 3,DriveBy: 5,"BROWNING M1919: 44, M1918A2 BAR: 15, M1 GARAND: 11, GEWEHR 43: 7, MG42: 2, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7851
[ESPT]Boomer,77,41,1.88,5,0.88,0.47,3,0,0,0,5.00,1.00,Glendale: 4,SulliReece: 5,"M1A1 THOMPSON: 44, M1 GARAND: 30, MK2 GRENADE: 2, BAZOOKA: 1",http://144.126.151.248:8010/#/gamescoreboard/7851
[SE:VH] Murf -fm-,67,21,3.19,14,0.75,0.24,3,2,0,0,11.00,1.00,[ESPT]ICEPIRATE: 3,Megalodon: 9,"GEWEHR 43: 46, 150MM HOWITZER [sFH 18]: 19, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7851
橘腻,66,0,66,66,8.34,0,0,2,0,0,0.00,167.00,,FlexAvenue: 4,M3 KNIFE: 66,http://144.126.151.248:8010/#/gamescoreboard/7849
[SE:VH] MartinS ✠,65,22,2.95,14,0.9,0.3,3,0,0,0,11.00,0.00,soLucky!: 4,thejoneszkcj: 5,"M1 GARAND: 61, MK2 GRENADE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7849
soLucky!,65,10,6.5,11,1.18,0.18,1,0,0,0,9.00,1.00,Stovel44: 2,conflictedand: 4,"KARABINER 98K: 64, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7849
BICKLEY,81,7,11.57,67,2.36,0.2,5,0,0,0,12.00,1.00,Mattno: 4,space: 6,"150MM HOWITZER [sFH 18]: 80, MP40: 1",http://144.126.151.248:8010/#/gamescoreboard/7847
|||™ Flk,135,29,4.66,14,1.55,0.33,2,0,3,1,10.00,0.00,Daniel_R: 4,D_MaN: 16,"FG42 x4: 134, FELDSPATEN: 1",http://144.126.151.248:8010/#/gamescoreboard/7832
[ARC] MaTej ★ツ,87,34,2.56,15,0.99,0.39,3,0,0,0,6.00,1.00,D_MaN: 6,Electric_Vanilla: 6,KARABINER 98K: 87,http://144.126.151.248:8010/#/gamescoreboard/7832
Hefnd,81,16,5.06,51,1.39,0.27,5,4,0,0,16.00,0.00,MrXBear: 7,Irish: 6,"150MM HOWITZER [sFH 18]: 72, GEWEHR 43: 6, UNKNOWN: 2, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7832
[ARC] MaTej ★ツ,99,36,2.75,11,1.44,0.52,3,1,1,1,6.00,0.00,the captain: 5,Ghooost: 6,"M1 GARAND: 78, BAZOOKA: 12, M1918A2 BAR: 7, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7831
|||™ Flk,73,37,1.97,10,0.93,0.47,4,0,0,0,6.00,0.00,Skip Finish: 4,Axios_Splicer: 5,"M1 GARAND: 36, M1A1 THOMPSON: 33, M1 CARBINE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7831
Overlord9999,183,1,183,118,2.1,0.01,1,16,0,0,59.00,59.00,DiscoSkulls: 1,Kaydrizzle: 10,150MM HOWITZER [sFH 18]: 183,http://144.126.151.248:8010/#/gamescoreboard/7830
[SE:VH] *TOT3N*,67,17,3.94,19,0.77,0.2,3,1,2,1,18.00,-2.00,Don_Perignon420: 3,OrnitoSaurio: 6,"STG44: 66, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7830
[ESPT] TheWhiz-,80,33,2.42,12,0.91,0.38,3,0,0,0,8.00,1.00,notBaws: 3,WrathEffect: 5,"GEWEHR 43: 78, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7829
[ESPR]amoll32513,127,20,6.35,42,1.42,0.22,3,7,0,0,21.00,0.00,parmesan: 7,Rezen: 8,"150MM HOWITZER [sFH 18]: 115, GEWEHR 43: 12",http://144.126.151.248:8010/#/gamescoreboard/7828
[ESPT] Valhalla,121,28,4.32,20,1.37,0.32,3,1,1,1,9.00,1.00,RowdyDevan: 2,[ESPT]Scythe: 5,"MG42: 34, STG44: 33, M1 GARAND: 28, KARABINER 98K: 20, BROWNING M1919: 3, SATCHEL: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7828
[ESPR] Sololess,75,27,2.78,11,0.87,0.31,9,1,0,0,9.00,0.00,[ESPT] Pizza Hut®'s : 3,Cardigan King: 6,"GEWEHR 43: 64, MP40: 9, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7828
DriveBy,100,32,3.12,22,1.41,0.45,3,0,1,1,7.00,1.00,[ESPR] Sololess: 3,FrankDtank21: 6,"GEWEHR 43: 88, M43 STIELHANDGRANATE: 10, STG44: 2",http://144.126.151.248:8010/#/gamescoreboard/7824
snax~,82,8,10.25,50,0.94,0.09,4,9,0,0,50.00,1.00,Inanimate_Pepper: 5,Guy Fieri: 6,"155MM HOWITZER [M114]: 79, M1A1 THOMPSON: 2, S-MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7824
[ESPR] Joh,80,30,2.67,10,0.92,0.34,4,0,0,0,10.00,0.00,Evil Cookie (::): 4,LeadPaint: 6,M1 GARAND: 80,http://144.126.151.248:8010/#/gamescoreboard/7824
pan bones,71,34,2.09,23,0.85,0.41,5,0,1,1,10.00,0.00,snax~: 4,PainKiller: 4,"MP40: 47, GEWEHR 43: 22, FELDSPATEN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7824
[ESPR]amoll32513,126,9,14,47,1.45,0.1,3,11,0,0,28.00,1.00,EnKepTin: 4,Maximus: 7,"150MM HOWITZER [sFH 18]: 118, GEWEHR 43: 5, MP40: 1, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7819
PAR,74,16,4.62,13,0.84,0.18,2,0,0,0,11.00,1.00,notBaws: 2,[ESPT]hornetkv: 6,SVT40: 74,http://144.126.151.248:8010/#/gamescoreboard/7819
Inanimate_Pepper,81,20,4.05,20,1.23,0.3,3,0,0,0,6.00,0.00,frofrobaggins: 8,TyranusErectus: 9,"FG42 x4: 77, S-MINE: 4",http://144.126.151.248:8010/#/gamescoreboard/7817
[ESPT] Valhalla,72,20,3.6,21,1.09,0.3,2,0,0,0,13.00,1.00,SURVIVE: 3,Rakar: 4,"GEWEHR 43: 69, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7815
Coolsexhaver69,72,8,9,36,1.49,0.17,5,2,0,0,20.00,1.00,Mtc0721: 5,TOEJAM: 5,"150MM HOWITZER [sFH 18]: 70, GEWEHR 43: 2",http://144.126.151.248:8010/#/gamescoreboard/7813
Coolsexhaver69,72,8,9,36,1.49,0.17,5,2,0,0,20.00,1.00,Mtc0721: 5,TOEJAM: 5,"150MM HOWITZER [sFH 18]: 70, GEWEHR 43: 2",http://144.126.151.248:8010/#/gamescoreboard/7812
[ESPT] Valhalla,126,41,3.07,25,1.45,0.47,3,1,0,0,11.00,0.00,[ESPT] T_RAH: 5,[ESPT] JINGLEHEIMER: 8,M1903 SPRINGFIELD: 126,http://144.126.151.248:8010/#/gamescoreboard/7803
[ESPT] T_RAH,75,18,4.17,22,0.86,0.21,4,0,0,0,27.00,0.00,[ESPT] Valhalla: 4,maddog0314: 7,"MG42: 73, GMC CCKW 353 (Supply): 1, GMC CCKW 353 (Transport): 1",http://144.126.151.248:8010/#/gamescoreboard/7803
Three,68,19,3.58,17,0.77,0.22,4,0,0,0,16.00,1.00,MRockys: 4,gab: 5,"STG44: 34, MG42: 33, SATCHEL: 1",http://144.126.151.248:8010/#/gamescoreboard/7803
