Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
Quig1y,67,16,4.19,20,0.76,0.18,4,2,0,0,23.00,1.00,[ESPT] GHOST: 3,McScrub: 6,"M1903 SPRINGFIELD: 66, COLT M1911: 1",http://144.126.151.248:8010/#/gamescoreboard/7803
(WTH) Sgt. Rico,75,12,6.25,23,1.44,0.23,2,1,0,0,13.00,1.00,[ESPT] Ozzinator: 2,Kill Sorry: 6,KARABINER 98K: 75,http://144.126.151.248:8010/#/gamescoreboard/7801
[ESPT] Mr. Wallace,85,28,3.04,16,1.06,0.35,3,1,0,0,7.00,0.00,[ESPT] Pizza Hut®'s : 2,richerichvet: 4,"STG44: 83, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7798
[ESPR] Joh,84,23,3.65,12,1.04,0.29,2,0,0,0,10.00,1.00,[ESPT]jacobbacz: 5,T-Snydes: 5,"M1 GARAND: 80, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7798
[ESPT] rupert,81,34,2.38,17,1.0,0.42,4,0,0,0,7.00,1.00,[ESPT] Lost: 3,[ESPT] Lost: 5,"GEWEHR 43: 73, KARABINER 98K: 3, M43 STIELHANDGRANATE: 3, MP40: 2",http://144.126.151.248:8010/#/gamescoreboard/7798
[ESPT]Boomer,81,50,1.62,10,1.01,0.63,6,0,0,0,6.00,0.00,TheArchRevenant: 5,Clownface: 6,"M1 GARAND: 77, BAZOOKA: 3, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7798
[ESPT]jacobbacz,80,31,2.58,16,0.99,0.39,4,0,1,1,7.00,0.00,[ESPR] Joh: 4,[ESPT] Pizza Hut®'s : 6,"MG42: 41, MP40: 31, SATCHEL: 5, UNKNOWN: 2, KARABINER 98K: 1",http://144.126.151.248:8010/#/gamescoreboard/7798
Moosecake,118,24,4.92,43,1.34,0.27,11,10,1,1,15.00,-1.00,Dozer 1-1: 13,PorterHouse83: 11,"150MM HOWITZER [sFH 18]: 113, GEWEHR 43: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7794
Evil Cookie (::),74,24,3.08,11,0.84,0.27,3,0,0,0,15.00,1.00,Clownface: 4,Choco: 7,"PPSH 41: 39, SVT40: 27, PPSH 41 W/DRUM: 6, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7794
[ESPT] Valhalla,91,19,4.79,18,1.12,0.23,3,0,1,1,11.00,1.00,Fridgemate: 2,Bort: 6,"GEWEHR 43: 77, M1 GARAND: 6, KARABINER 98K: 3, 75MM CANNON [PAK 40]: 3, MP40: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7771
[ESPT] Clabsos,84,34,2.47,21,1.33,0.54,5,0,1,1,4.00,1.00,Odile: 4,Cmdr_Charlie_Martle: 5,"M1 GARAND: 82, UNKNOWN: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7767
Zimby,75,21,3.57,17,1.18,0.33,2,0,0,0,9.00,1.00,[ESPT] Three: 3,Obrez: 9,"M1 GARAND: 63, BAZOOKA: 8, MK2 GRENADE: 4",http://144.126.151.248:8010/#/gamescoreboard/7767
10 inch Q tip(no sou,70,17,4.12,42,1.1,0.27,3,1,0,0,11.00,1.00,Dilbo33: 2,El gato Oldra: 5,"155MM HOWITZER [M114]: 45, M1A1 THOMPSON: 11, M1918A2 BAR: 10, M1 CARBINE: 4",http://144.126.151.248:8010/#/gamescoreboard/7767
(WTH) Sgt. Rico,119,34,3.5,12,1.62,0.46,2,0,1,1,6.00,0.00,SESH || UoNo.-: 6,SESH || UoNo.-: 12,"M1 GARAND: 101, M1A1 THOMPSON: 7, BAZOOKA: 6, TELLERMINE 43: 3, MK2 GRENADE: 1, 155MM HOWITZER [M114]: 1",http://144.126.151.248:8010/#/gamescoreboard/7765
SCAV_Suka,103,32,3.22,11,1.37,0.43,3,1,4,2,7.00,0.00,SESH || HDRH: 4,SESH || Cherry leaf: 9,"M97 TRENCH GUN: 28, M1 GARAND: 27, BROWNING M1919: 27, BAZOOKA: 13, M2 AP MINE: 3, M1918A2 BAR: 2, 57MM CANNON [M1 57mm]: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7765
[ESPT] coolpolak,84,40,2.1,11,1.12,0.53,7,1,1,1,8.00,0.00,SESH || cat: 4,SESH || zelezscarlet: 8,"M1 GARAND: 75, MK2 GRENADE: 7, M3 KNIFE: 2",http://144.126.151.248:8010/#/gamescoreboard/7765
[ESPT] HiSpeedHilly,83,37,2.24,10,1.13,0.5,4,0,1,1,5.00,0.00,SESH || Vasily: 3,SESH || Vasily: 6,"M1 GARAND: 49, M1A1 THOMPSON: 11, BAZOOKA: 6, M3 GREASE GUN: 6, SATCHEL: 4, MK2 GRENADE: 3, BROWNING M1919: 2, 155MM HOWITZER [M114]: 1, Sd.Kfz.121 Luchs: 1",http://144.126.151.248:8010/#/gamescoreboard/7765
[ESPT] Shaka Zulu,78,36,2.17,8,1.06,0.49,3,1,0,0,6.00,1.00,SESH || Twitter: 3,SESH || knifehero: 8,"M1 GARAND: 65, MK2 GRENADE: 13",http://144.126.151.248:8010/#/gamescoreboard/7765
SESH || Twitter,77,4,19.25,46,1.03,0.05,2,5,0,0,48.00,2.00,[ESPT] Three: 3,[ESPT] Arcaidan: 9,150MM HOWITZER [sFH 18]: 77,http://144.126.151.248:8010/#/gamescoreboard/7765
[ESPT] Valhalla,75,32,2.34,8,1.02,0.43,2,0,0,0,8.00,1.00,SESH || knifehero: 4,SESH || Old Xiang: 7,"M1 GARAND: 57, M1A1 THOMPSON: 6, BROWNING M1919: 6, BAZOOKA: 3, M97 TRENCH GUN: 2, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7765
[ESPT] Shaka Zulu,91,19,4.79,21,1.77,0.37,2,0,0,0,10.00,1.00,[ESPT] HiSpeedHilly: 3,TomMyboY: 6,"GEWEHR 43: 86, M43 STIELHANDGRANATE: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7744
Honndar,81,13,6.23,39,0.93,0.15,4,5,2,1,27.00,1.00,Cryptic: 2,FingerMeElmo: 7,"155MM HOWITZER [M114]: 65, M1A1 THOMPSON: 14, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7744
[ESPT] Glenar,76,35,2.17,9,0.87,0.4,3,1,0,0,6.00,0.00,fgdgafdf: 6,Erradikeitor: 7,M1 GARAND: 76,http://144.126.151.248:8010/#/gamescoreboard/7744
[ESPT] HiSpeedHilly,67,17,3.94,16,1.19,0.3,2,0,0,0,10.00,0.00,[ESPT] rupert: 2,ex3.addicted: 5,"M1 GARAND: 40, MK2 GRENADE: 10, BAZOOKA: 6, M1A1 THOMPSON: 6, UNKNOWN: 3, M1918A2 BAR: 1, BROWNING M1919: 1",http://144.126.151.248:8010/#/gamescoreboard/7744
Zurraspas,66,13,5.08,43,0.75,0.15,3,0,0,0,17.00,1.00,[ESPT] Glenar: 3,ICWiener69: 5,"150MM HOWITZER [sFH 18]: 40, GEWEHR 43: 26",http://144.126.151.248:8010/#/gamescoreboard/7744
Lord Frankie Roth,78,5,15.6,33,0.89,0.06,2,4,0,0,33.00,3.00,[ESPT] kaput: 4,Swolivora: 4,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 25, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 19, 75MM CANNON [Sd.Kfz.171 Panther]: 12, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 9, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 8, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 4, COAXIAL MG34 [Sd.Kfz.171 Panther]: 1",http://144.126.151.248:8010/#/gamescoreboard/7738
[ESPR]amoll32513,101,4,25.25,38,2.22,0.09,1,8,1,1,11.00,4.00,Saint Kibble: 4,Wendussy Hunter: 7,"150MM HOWITZER [sFH 18]: 99, MP40: 1, M1A1 AT MINE: 1",http://144.126.151.248:8010/#/gamescoreboard/7734
HazardousMayhem,92,19,4.84,45,1.04,0.22,6,4,0,0,15.00,0.00,red_stars: 7,IceKoldKiller: 7,"150MM HOWITZER [sFH 18]: 80, KARABINER 98K: 9, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7728
[ESPR]amoll32513,89,17,5.24,30,1.0,0.19,4,0,0,0,14.00,0.00,[ESPR] I CANT READ: 7,Chispa: 7,"155MM HOWITZER [M114]: 82, M1 GARAND: 7",http://144.126.151.248:8010/#/gamescoreboard/7728
[ESPT] Clabsos,120,41,2.93,27,1.37,0.47,3,1,2,1,6.00,0.00,//muckSnapper: 4,Pixel Palace: 5,"M1 GARAND: 114, MK2 GRENADE: 6",http://144.126.151.248:8010/#/gamescoreboard/7714
[ESPR] Kuhndog94,75,17,4.41,17,0.86,0.19,2,0,0,0,14.00,1.00,Jolly-Green: 2,Aaroncc: 6,"M1903 SPRINGFIELD: 71, MK2 GRENADE: 3, M3 KNIFE: 1",http://144.126.151.248:8010/#/gamescoreboard/7714
Dr Duke,70,19,3.68,31,0.79,0.22,3,0,0,0,23.00,1.00,McLovin: 3,Jolfe: 7,"STG44: 28, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 25, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 6, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 5, SATCHEL: 2, UNKNOWN: 2, WALTHER P38: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7714
[ESPT] Valhalla,98,28,3.5,20,1.13,0.32,4,0,0,0,11.00,1.00,[ESPT] Excel: 2,[ESPR] Kuhndog94: 8,"M1 GARAND: 84, M1A1 THOMPSON: 12, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7712
SCAV_Suka,97,33,2.94,13,1.11,0.38,2,2,0,0,8.00,0.00,//prankster: 6,Cavalc12: 4,"M1 GARAND: 56, BROWNING M1919: 23, BAZOOKA: 13, MK2 GRENADE: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7712
Overlord,88,11,8,36,0.99,0.12,1,0,0,0,19.00,1.00,Zunawe: 3,jack1692jack: 10,"FG42 x4: 67, KARABINER 98K x8: 19, WALTHER P38: 2",http://144.126.151.248:8010/#/gamescoreboard/7712
[ESPR] Joh,86,30,2.87,19,0.99,0.34,5,0,0,0,10.00,1.00,Rodrigo F.: 6,Lou Sassole: 10,GEWEHR 43: 86,http://144.126.151.248:8010/#/gamescoreboard/7710
[ESPT] Excel,80,42,1.9,11,0.92,0.48,4,2,1,1,6.00,1.00,[ESPR] Joh: 6,Jolly-Green: 9,"M1918A2 BAR: 64, BROWNING M1919: 14, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7710
EPSON,69,26,2.65,25,0.79,0.3,4,0,0,0,24.00,0.00,Floop_the_pigs: 4,Rodrigo F.: 5,"GEWEHR 43: 67, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7710
[ESPT] Valhalla,66,20,3.3,15,1.32,0.4,3,0,0,0,9.00,1.00,Void | PROfound: 2,GORDO: 6,"GEWEHR 43: 49, MG42: 16, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7710
[ESPR] Joh,78,13,6,34,1.26,0.21,2,0,0,0,26.00,1.00,[ESPT] Excel: 3,Mez'sWrathfulSquish: 6,"GEWEHR 43: 77, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7707
Thedarknight_55,77,18,4.28,59,1.15,0.27,5,2,0,0,11.00,1.00,[ESPR] Nello: 3,Ojciec: 8,"150MM HOWITZER [sFH 18]: 59, MP40: 18",http://144.126.151.248:8010/#/gamescoreboard/7703
[ESPT] Fortress,79,14,5.64,19,0.91,0.16,2,0,0,0,16.00,1.00,[ESPT] Ozzinator: 3,Celery: 5,"M1903 SPRINGFIELD: 77, COLT M1911: 2",http://144.126.151.248:8010/#/gamescoreboard/7702
[ESPR] Joh,71,8,8.88,39,0.9,0.1,3,0,0,0,44.00,1.00,Top: 1,501st | Razor: 10,M1 GARAND: 71,http://144.126.151.248:8010/#/gamescoreboard/7702
[ESPR]amoll32513,137,4,34.25,67,1.57,0.05,2,6,0,0,39.00,1.00,VibronicBrush82: 3,Nico02: 6,"155MM HOWITZER [M114]: 134, M1 GARAND: 3",http://144.126.151.248:8010/#/gamescoreboard/7701
Ponchos' Vengeance,97,40,2.42,59,1.11,0.46,23,12,0,0,22.00,0.00,Bolsak3: 23,Sir Woosh: 8,"150MM HOWITZER [sFH 18]: 93, MP40: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7701
Mith,76,4,19,33,0.86,0.05,2,1,1,1,42.00,2.00,Frenchie_951: 2,Smokedog6: 7,"75MM CANNON [Sd.Kfz.171 Panther]: 61, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 10, COAXIAL MG34 [Sd.Kfz.171 Panther]: 3, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2",http://144.126.151.248:8010/#/gamescoreboard/7701
[ESPT] Fortress,73,17,4.29,12,0.9,0.21,3,0,1,1,13.00,0.00,[ESPR]amoll32513: 4,gpfukeneh: 9,"GEWEHR 43: 71, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7701
Kyle Ryan,156,11,14.18,39,2.42,0.17,1,1,0,0,14.00,1.00,Shnow: 2,desert :): 10,"MG34: 136, COAXIAL MG34 [Sd.Kfz.234 Puma]: 7, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 7, WALTHER P38: 5, COAXIAL MG34: 1",http://144.126.151.248:8010/#/gamescoreboard/7697
Chains of command,93,8,11.62,54,1.12,0.1,2,5,0,0,38.00,1.00,JoeyGabbagool: 2,Husk: 9,"150MM HOWITZER [sFH 18]: 73, MP40: 19, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7697
ITKdonkey,73,48,1.52,9,0.88,0.58,7,1,0,0,4.00,0.00,TroyGamesRR: 5,Marshal: 6,"GEWEHR 43: 69, UNKNOWN: 2, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7697
Chains of command,114,6,19,99,1.97,0.1,2,0,0,0,25.00,2.00,Krazed117: 2,AssassinDoge: 8,"155MM HOWITZER [M114]: 106, M1 GARAND: 4, MK2 GRENADE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7696
Bargle my Galls,76,19,4,62,1.35,0.34,5,3,1,1,14.00,1.00,DJhow: 3,Xyr: 10,"150MM HOWITZER [sFH 18]: 60, MP40: 13, GEWEHR 43: 3",http://144.126.151.248:8010/#/gamescoreboard/7696
Kyle Ryan,184,15,12.27,55,2.37,0.19,3,4,0,0,17.00,1.00,Immortals Left Testy: 4,Immortals Left Testy: 11,"MG34: 172, MP40: 6, WALTHER P38: 4, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7693
(WTH) Star-Crusaderツ,106,26,4.08,24,1.34,0.33,5,0,0,0,15.00,0.00,Jake The Muss: 4,SinnedBro: 9,"GEWEHR 43: 101, M43 STIELHANDGRANATE: 5",http://144.126.151.248:8010/#/gamescoreboard/7693
(WTH) kugu,86,35,2.46,38,1.09,0.44,4,4,1,1,10.00,1.00,madmankiller1331: 3,acidgoggles: 7,"150MM HOWITZER [sFH 18]: 42, STG44: 27, MG42: 11, MP40: 2, SATCHEL: 1, KARABINER 98K: 1, Opel Blitz (Supply): 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7693
Jewler,77,28,2.75,10,0.99,0.36,3,1,1,1,11.00,1.00,Moisty basilisk: 3,GALLONofPCP: 5,"FG42: 41, GEWEHR 43: 29, 150MM HOWITZER [sFH 18]: 7",http://144.126.151.248:8010/#/gamescoreboard/7693
//DirtyĐan,69,15,4.6,15,1.33,0.29,2,0,1,1,6.00,0.00,ElGrandeTocino: 2,misfestious: 8,"GEWEHR 43: 65, UNKNOWN: 4",http://144.126.151.248:8010/#/gamescoreboard/7690
[ESPR] I CANT READ,77,6,12.83,24,1.16,0.09,2,5,0,0,23.00,1.00,Rogue Assasin: 2,pvt.Butas: 4,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 27, 75MM CANNON [Sd.Kfz.171 Panther]: 17, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 16, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 9, COAXIAL MG34 [Sd.Kfz.171 Panther]: 5, M1A1 AT MINE: 2, Sherman M4A3E2(76): 1",http://144.126.151.248:8010/#/gamescoreboard/7688
[ESPT] Shaka Zulu,86,23,3.74,14,1.36,0.36,4,2,2,1,9.00,1.00,[ESPR] Sololess: 5,Fuel: 6,"STG44: 30, GEWEHR 43: 30, M1 GARAND: 23, M2 AP MINE: 2, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7683
[ESPR] Sololess,75,21,3.57,11,1.07,0.3,3,0,1,1,11.00,0.00,[ESPT] Shaka Zulu: 4,M/Sgt. Frosty [509th: 7,"GEWEHR 43: 74, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7683
[ESPR] Joh,66,23,2.87,14,0.93,0.32,3,0,0,0,10.00,1.00,Marco Brolo: 3,Hinovska: 7,"GEWEHR 43: 64, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7683
[ESPT] Valhalla,150,32,4.69,29,1.72,0.37,2,0,0,0,15.00,0.00,[ESPT] Fortress: 7,[ESPT] Clabsos: 9,"M1 GARAND: 140, BROWNING M1919: 6, MK2 GRENADE: 3, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPT] Shaka Zulu,99,23,4.3,21,1.61,0.37,2,1,0,0,9.00,1.00,[ESPR] Joh: 4,[ESPT] JINGLEHEIMER: 8,"GEWEHR 43: 95, M43 STIELHANDGRANATE: 4",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPR] Joh,93,28,3.32,14,1.07,0.32,2,1,0,0,15.00,1.00,[ESPT] Shaka Zulu: 3,[EASY] danster: 9,"M1 GARAND: 87, BAZOOKA: 6",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPT] WimZy,86,52,1.65,13,0.99,0.6,7,1,1,1,13.00,0.00,[ESPT] Valhalla: 4,Erroneous: 4,"STG44: 39, M1 GARAND: 32, SATCHEL: 8, UNKNOWN: 3, MK2 GRENADE: 2, KARABINER 98K: 1, 150MM HOWITZER [sFH 18]: 1",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPT] Fortress,76,22,3.45,20,0.87,0.25,6,0,0,0,12.00,1.00,[ESPT] Valhalla: 5,[ESPT] Valhalla: 7,"MG42: 75, LUGER P08: 1",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPT] Clabsos,75,50,1.5,9,0.86,0.57,5,0,1,1,5.00,0.00,[ESPT] Valhalla: 9,[ESPT] WimZy: 4,"KARABINER 98K: 70, MP40: 5",http://144.126.151.248:8010/#/gamescoreboard/7681
[ESPT] Gamalixious,117,23,5.09,57,1.33,0.26,6,5,2,1,15.00,1.00,Corporate Slave: 9,[ESPT] Clabsos: 11,"150MM HOWITZER [sFH 18]: 107, GEWEHR 43: 4, MP40: 3, STG44: 2, SATCHEL: 1",http://144.126.151.248:8010/#/gamescoreboard/7677
[ESPT] Clabsos,85,61,1.39,10,0.98,0.7,6,2,0,0,6.00,0.00,[ESPT] Gamalixious: 11,SeraphUnbound: 5,"M1 GARAND: 77, M1918A2 BAR: 4, M1A1 THOMPSON: 3, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7677
[ESPR] Joh,71,19,3.74,22,0.82,0.22,2,0,1,1,26.00,0.00,[ESPT] Mr. Wallace: 3,The504Truth: 5,"GEWEHR 43: 69, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7677
[ESPR] Sololess,70,35,2,12,0.82,0.41,4,1,0,0,5.00,0.00,[ESPT] Gamalixious: 6,Jbrans: 8,"M1 GARAND: 62, BAZOOKA: 5, MK2 GRENADE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7677
[ESPT] WimZy,66,31,2.13,13,0.76,0.36,5,0,0,0,20.00,0.00,TAW | Wisakachek: 4,Celery: 3,"GEWEHR 43: 36, 155MM HOWITZER [M114]: 13, MP40: 8, M1 GARAND: 5, SATCHEL: 1, UNKNOWN: 1, M2 AP MINE: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7677
[ESPT] Texas Red,65,37,1.76,10,0.75,0.43,4,0,0,0,8.00,0.00,[ESPT] Mr. Wallace: 3,Betaman81: 5,"MG42: 64, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7677
pan bones,106,31,3.42,17,1.66,0.48,3,0,1,1,5.00,1.00,[ESPT] JINGLEHEIMER: 5,francisco87: 7,"GEWEHR 43: 75, KARABINER 98K: 26, M43 STIELHANDGRANATE: 3, UNKNOWN: 2",http://144.126.151.248:8010/#/gamescoreboard/7632
EPSON,65,17,3.82,15,1.0,0.26,4,0,0,0,13.00,0.00,fabianobando93: 2,Doof: 5,"GEWEHR 43: 63, M43 STIELHANDGRANATE: 2",http://144.126.151.248:8010/#/gamescoreboard/7632
Streets,90,39,2.31,11,1.02,0.44,4,1,1,1,8.00,0.00,-TL- Sivs: 6,-TL- Sivs: 7,"GEWEHR 43: 67, STG44: 16, MP40: 6, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7631
[ESPT] HiSpeedHilly,78,60,1.3,8,0.89,0.69,5,0,0,0,7.00,0.00,[ESPT] DriveBy: 7,[ESPT] C o C o: 9,"M1 GARAND: 61, BAZOOKA: 7, M1918A2 BAR: 3, BROWNING M1919: 3, MK2 GRENADE: 2, M3 GREASE GUN: 2",http://144.126.151.248:8010/#/gamescoreboard/7631
-TL- 🅱🅾$$🅼🅰🅽,76,4,19,69,0.85,0.04,3,2,0,0,71.00,2.00,-TL- z4ph0d: 1,[ESPT] Ape: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 59, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, 37MM CANNON [Stuart M5A1]: 6, COAXIAL M1919 [Stuart M5A1]: 1",http://144.126.151.248:8010/#/gamescoreboard/7631
-TL- INF3RN0,70,39,1.79,14,0.79,0.44,4,0,0,0,12.00,0.00,[ESPT] Fortress: 5,[ESPT] UsRanger: 6,"STG44: 33, GEWEHR 43: 29, SATCHEL: 5, M43 STIELHANDGRANATE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7631
soLucky!,70,30,2.33,12,0.79,0.34,3,0,1,1,10.00,0.00,[ESPR] Kryonic;: 8,[ESPT] Slingshot: 10,"KARABINER 98K x8: 39, FG42 x4: 28, WALTHER P38: 2, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7631
-TL- z4ph0d,67,20,3.35,28,0.76,0.23,4,10,0,0,29.00,0.00,[ESPT] T_RAH: 7,Orticus: 5,"150MM HOWITZER [sFH 18]: 54, GEWEHR 43: 9, SATCHEL: 3, MP40: 1",http://144.126.151.248:8010/#/gamescoreboard/7631
[ESPT] Valhalla,67,56,1.2,7,0.77,0.64,4,1,0,0,5.00,0.00,[ESPT] DriveBy: 8,[ESPT] Ozzinator: 6,"M1 GARAND: 40, M1A1 THOMPSON: 27",http://144.126.151.248:8010/#/gamescoreboard/7631
EPSON,86,26,3.31,16,0.95,0.29,5,0,1,1,17.00,1.00,[ESPT] Valhalla: 4,[ESPT] Texas Red: 5,"GEWEHR 43: 83, M43 STIELHANDGRANATE: 3",http://144.126.151.248:8010/#/gamescoreboard/7624
[ESPT] Valhalla,85,35,2.43,15,0.97,0.4,3,1,0,0,10.00,0.00,[ESPT] WimZy: 4,UgotSquanched: 7,"M1 GARAND: 62, M1A1 THOMPSON: 20, MK2 GRENADE: 2, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7624
[ESPT] WimZy,76,33,2.3,12,0.87,0.38,3,1,2,1,8.00,1.00,[SE:VH] Napalm: 3,PipePistoleer: 5,"GEWEHR 43: 73, UNKNOWN: 3",http://144.126.151.248:8010/#/gamescoreboard/7624
HAIRY AREOLA,68,33,2.06,8,0.78,0.38,4,1,0,0,8.00,1.00,lass41: 5,[ESPR] Dr. Longhorn: 5,"M1 GARAND: 41, M1918A2 BAR: 11, BAZOOKA: 7, M1A1 THOMPSON: 7, MK2 GRENADE: 2",http://144.126.151.248:8010/#/gamescoreboard/7624
[ESPT] Valhalla,76,34,2.24,12,1.28,0.57,3,0,1,1,5.00,0.00,[ESPT] WimZy: 4,[SE:VH] BETA ✠: 4,"GEWEHR 43: 75, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7623
[ESPT]Boomer,79,39,2.03,10,0.89,0.44,4,0,1,1,13.00,0.00,[OP] Smol Sweat: 5,Courier: 7,"M1 GARAND: 70, BAZOOKA: 8, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7622
[ESPT] WimZy,78,34,2.29,14,1.01,0.44,3,0,1,1,14.00,0.00,[ESPT]ICEPIRATE: 4,DonaldPump: 6,"STG44: 57, MG42: 16, MP40: 5",http://144.126.151.248:8010/#/gamescoreboard/7622
[ESPT] Valhalla,123,32,3.84,14,1.44,0.37,3,0,0,0,9.00,1.00,//DirtyĐan: 7,shameflame: 8,"GEWEHR 43: 116, MP40: 4, UNKNOWN: 1, FELDSPATEN: 1, M43 STIELHANDGRANATE: 1",http://144.126.151.248:8010/#/gamescoreboard/7615
SCAV_Suka,87,12,7.25,28,1.06,0.15,2,0,5,3,31.00,1.00,I Can't Breed: 2,[ESPR] Kryonic;: 6,"STG44: 30, MG42: 21, KARABINER 98K: 15, MP40: 6, SATCHEL: 6, M43 STIELHANDGRANATE: 5, PANZERSCHRECK: 4",http://144.126.151.248:8010/#/gamescoreboard/7615
//DirtyĐan,83,26,3.19,11,0.97,0.3,3,0,1,1,13.00,1.00,[ESPT] Valhalla: 7,GentleFist: 7,"M1 GARAND: 76, BAZOOKA: 3, UNKNOWN: 2, M3 KNIFE: 1, MK2 GRENADE: 1",http://144.126.151.248:8010/#/gamescoreboard/7615
Tsuraisang,81,21,3.86,18,1.0,0.26,4,0,1,1,10.00,1.00,A High Hamster: 4,Trinitrotoluene C₇H₅: 6,"MG42: 78, MP40: 3",http://144.126.151.248:8010/#/gamescoreboard/7610
[SE:VH] Napalm,81,34,2.38,14,0.93,0.39,4,0,0,0,8.00,1.00,[ESPR] Joh: 5,TygerKlaws: 7,"M1 GARAND: 76, MK2 GRENADE: 4, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7610
[ESPT] Lost,81,31,2.61,9,0.93,0.36,4,0,1,1,8.00,0.00,[SE:VH] Napalm: 4,Hapa_Fodder: 6,"GEWEHR 43: 66, MP40: 10, M43 STIELHANDGRANATE: 4, UNKNOWN: 1",http://144.126.151.248:8010/#/gamescoreboard/7610
[ESPR] Joh,78,23,3.39,12,0.9,0.26,2,1,0,0,15.00,1.00,Tir0Loc0: 3,[SE:VH] Skyline:.: 7,GEWEHR 43: 78,http://144.126.151.248:8010/#/gamescoreboard/7610
