Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
S.S.O. | Zielony,73,15,4.87,56,0.85,0.17,4,1,0,0,16.00,0.00,NZN I Czarny: 3,Petroley: 7,"155MM HOWITZER [M114]: 55, M1A1 THOMPSON: 17, TELLERMINE 43: 1",http://178.18.254.195:8010/#/gamescoreboard/3882
sylvan76,72,14,5.14,16,0.91,0.18,2,2,0,0,17.00,1.00,WaTaHa || Lukar: 2,Dudek80: 7,"M1 GARAND: 44, BOMBING RUN: 16, STRAFING RUN: 12",http://178.18.254.195:8010/#/gamescoreboard/3856
WaTaHa || AngryRemi,66,15,4.4,12,1.35,0.31,3,0,0,0,10.00,0.00,juibe: 4,ASH: 4,"KARABINER 98K x8: 64, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",http://178.18.254.195:8010/#/gamescoreboard/3831
Markewka :D,92,10,9.2,40,1.69,0.18,6,0,1,1,13.00,2.00,S.S.O. | Mrowa_pawel: 2,gamewot: 6,"75MM CANNON [Sherman M4A1]: 59, M6 37mm [M8 Greyhound]: 19, COAXIAL M1919 [Sherman M4A1]: 12, COAXIAL M1919 [M8 Greyhound]: 2",http://178.18.254.195:8010/#/gamescoreboard/3830
Axel'ova,72,8,9,42,1.19,0.13,3,6,1,1,14.00,2.00,TjizzL: 3,ZULUbandulu: 5,"150MM HOWITZER [sFH 18]: 70, M1A1 AT MINE: 1, GMC CCKW 353 (Transport): 1",http://178.18.254.195:8010/#/gamescoreboard/3800
WaTaHa || AngryRemi,82,30,2.73,15,1.11,0.41,4,0,2,1,10.00,0.00,S.S.O.| Myszojeleń: 5,S.S.O. |KRYSTIAN-EDI: 9,"M1918A2 BAR: 75, MK2 GRENADE: 7",http://178.18.254.195:8010/#/gamescoreboard/3745
WaTaHa || Kirkor,68,2,34,37,0.91,0.03,1,2,0,0,30.00,7.00,Umaniac: 1,sanjaya z lehi: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 29, 75MM CANNON [Sherman M4A1]: 23, COAXIAL M1919 [Sherman M4A1]: 8, COAXIAL M1919 [Sherman M4A3E2(76)]: 7, HULL M1919 [Sherman M4A3E2(76)]: 1",http://178.18.254.195:8010/#/gamescoreboard/3745
[ESPR] Swath,78,0,78,78,1.99,0,0,8,0,0,0.00,167.00,,Piston: 7,155MM HOWITZER [M114]: 78,http://178.18.254.195:8010/#/gamescoreboard/3701
S.S.O. | LANCPAMPARA,80,6,13.33,29,1.43,0.11,1,1,0,0,13.00,2.00,Kniaź: 4,sastek: 4,"37MM CANNON [Stuart M5A1]: 27, 76MM M1 GUN [Sherman M4A3E2(76)]: 14, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, M6 37mm [M8 Greyhound]: 9, BOMBING RUN: 5, COAXIAL M1919 [M8 Greyhound]: 4, BROWNING M1919: 3, 75MM CANNON [Sherman M4A1]: 2, COAXIAL M1919 [Stuart M5A1]: 2, Sd.Kfz.161 Panzer IV: 1, COLT M1911: 1, COAXIAL M1919: 1, COAXIAL M1919 [Sherman M4A1]: 1",http://178.18.254.195:8010/#/gamescoreboard/3624
WaTaHa || Joy,76,2,38,76,1.36,0.04,2,1,0,0,43.00,7.00,WaTaHa || FunnyDeadC: 2,YoxaN: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 54, COAXIAL M1919 [Sherman M4A3E2(76)]: 15, STRAFING RUN: 7",http://178.18.254.195:8010/#/gamescoreboard/3624
