Steam ID,Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
Steam ID,WL55,73,42,1.74,10,0.83,0.48,4,0,1,1,8.00,0.00,Victory: 5,Avaljud: 4,"GEWEHR 43: 69, M43 STIELHANDGRANATE: 3, WALTHER P38: 1",https://server2.82nd.gg/#/gamescoreboard/29022
Steam ID,Ruffo Coli,66,20,3.3,24,0.76,0.23,4,0,0,0,17.00,1.00,lung juice: 3,SolidNutt: 5,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 21, GEWEHR 43: 19, STG44: 12, M43 STIELHANDGRANATE: 5, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 4, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 3, MP40: 1, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29011
Steam ID,Tsavo,78,15,5.2,31,0.89,0.17,3,1,0,0,17.00,1.00,You can now ragequit: 8,sga: 6,"150MM HOWITZER [sFH 18]: 73, MP40: 5",https://server2.82nd.gg/#/gamescoreboard/28966
Steam ID,Tobyisback,83,3,27.67,77,1.43,0.05,2,0,1,1,22.00,7.00,Waki: 1,Bobo Mauser: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 57, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 16, COAXIAL MG34 [Sd.Kfz.171 Panther]: 6, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 2, Sd.Kfz.171 Panther: 1, GMC CCKW 353 (Transport): 1",https://server2.82nd.gg/#/gamescoreboard/28964
Steam ID,Trigger,83,25,3.32,24,1.03,0.31,4,0,1,1,10.00,1.00,Snatch: 3,shammarieagle: 5,"MG42: 57, MG34: 24, UNKNOWN: 1, GMC CCKW 353 (Supply): 1",https://server2.82nd.gg/#/gamescoreboard/28932
Steam ID,Pereira,75,28,2.68,10,0.94,0.35,4,1,1,1,8.00,0.00,E: 3,Joe Biden Grabs Azz: 6,"MG42: 34, KARABINER 98K: 32, PANZERSCHRECK: 3, UNKNOWN: 2, LUGER P08: 2, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/28932
Steam ID,Nase,71,9,7.89,23,0.9,0.11,2,0,0,0,20.00,1.00,But Do I: 2,Patrick Bateman: 4,"BROWNING M1919: 47, M1 GARAND: 19, BAZOOKA: 3, UNKNOWN: 1, COLT M1911: 1",https://server2.82nd.gg/#/gamescoreboard/28932
Steam ID,SESH || R1fleX,78,31,2.52,12,1.41,0.56,2,0,0,0,5.00,0.00,Stocky: 4,Stocky: 6,"M1 GARAND: 73, BAZOOKA: 4, Sd.Kfz.121 Luchs: 1",https://server2.82nd.gg/#/gamescoreboard/28924
Steam ID,SESH || R1fleX,95,31,3.06,11,1.12,0.37,4,0,2,1,8.00,0.00,Corn: 3,Lethanyr: 7,"SVT40: 64, MOSIN NAGANT M38: 26, RG-42 GRENADE: 3, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/28922
Steam ID,Signevad,66,7,9.43,35,0.78,0.08,3,3,0,0,24.00,3.00,Chip: 3,pjetro-one: 7,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 29, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 19, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 13, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 4, COAXIAL MG34 [Sd.Kfz.171 Panther]: 1",https://server2.82nd.gg/#/gamescoreboard/28921
Steam ID,Secret,94,36,2.61,12,1.07,0.41,3,0,0,0,8.00,0.00,[82AD] Hellbro: 9,SpartanCt7567: 6,"MG42: 92, LUGER P08: 2",https://server2.82nd.gg/#/gamescoreboard/28915
Steam ID,Womanizer,81,38,2.13,8,0.93,0.44,4,0,5,1,5.00,1.00,[z@x]SukMikeHok: 5,FireIsHere: 6,"GEWEHR 43: 77, M43 STIELHANDGRANATE: 4",https://server2.82nd.gg/#/gamescoreboard/28909
Steam ID,Summer,65,6,10.83,31,1.84,0.17,3,0,0,0,16.00,1.00,FaDeS: 1,Slurtti: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 26, 75MM CANNON [Sherman M4A3(75)W]: 19, STRAFING RUN: 9, 37MM CANNON [Stuart M5A1]: 5, COAXIAL M1919 [Sherman M4A3E2(76)]: 4, COAXIAL M1919 [Sherman M4A3(75)W]: 2",https://server2.82nd.gg/#/gamescoreboard/28908
Steam ID,swellboy,71,20,3.55,19,0.81,0.23,7,0,0,0,15.00,0.00,[StDb] w1nter: 5,Voorwartz: 5,"M1 GARAND: 69, MK2 GRENADE: 1, M3 GREASE GUN: 1",https://server2.82nd.gg/#/gamescoreboard/28907
Steam ID,Sergeant Jesus,71,2,35.5,58,0.81,0.02,1,2,0,0,61.00,8.00,Secret: 1,Damned Neutral: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 28, 75MM CANNON [Sherman M4A3(75)W]: 23, COAXIAL M1919 [Sherman M4A3(75)W]: 9, COAXIAL M1919 [Sherman M4A3E2(76)]: 8, M1A1 THOMPSON: 2, TELLERMINE 43: 1",https://server2.82nd.gg/#/gamescoreboard/28905
Steam ID,Schultzie,74,18,4.11,12,0.88,0.21,3,0,0,0,13.00,1.00,|LoW|thedrunkenmonke: 4,Lorem: 8,"FG42 x4: 55, KARABINER 98K x8: 18, FELDSPATEN: 1",https://server2.82nd.gg/#/gamescoreboard/28903
Steam ID,Tango18,70,11,6.36,36,0.79,0.12,3,1,0,0,28.00,1.00,Razz_The_Spazz: 5,Jimbob1991: 4,"155MM HOWITZER [M114]: 64, M1 GARAND: 6",https://server2.82nd.gg/#/gamescoreboard/28885
Steam ID,Ralf,68,38,1.79,17,0.78,0.43,8,0,1,1,7.00,0.00,😈Wargoss😈: 6,Charly: 4,"M1 GARAND: 51, BAZOOKA: 12, MK2 GRENADE: 5",https://server2.82nd.gg/#/gamescoreboard/28883
Steam ID,RADWIMPS_ZEN098,66,2,33,65,1.65,0.05,1,7,1,1,24.00,5.00,Nimrodt: 1,Sapass: 6,"150MM HOWITZER [sFH 18]: 63, MP40: 3",https://server2.82nd.gg/#/gamescoreboard/28881
Steam ID,Styken,65,8,8.12,31,0.74,0.09,2,0,0,0,37.00,1.00,vanDyk: 3,The Chocolate Jesus: 4,"MG34: 64, ZIS-5 (Supply): 1",https://server2.82nd.gg/#/gamescoreboard/28876
Steam ID,[82AD] ViceCop,73,10,7.3,14,0.9,0.12,1,0,0,0,21.00,1.00,Pete: 2,[BWCC] PAHEY: 7,"M1 GARAND: 38, GEWEHR 43: 33, MK2 GRENADE: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28867
Steam ID,Tsavo,80,0,80,80,1.23,0,0,1,0,0,0.00,167.00,,RippieZ: 6,"150MM HOWITZER [sFH 18]: 78, MP40: 1, GMC CCKW 353 (Transport): 1",https://server2.82nd.gg/#/gamescoreboard/28857
Steam ID,TriggerHappy,65,35,1.86,17,0.74,0.4,4,0,1,1,8.00,0.00,seekNDstroy99: 8,Flowerpot: 7,MG42: 65,https://server2.82nd.gg/#/gamescoreboard/28848
Steam ID,Tyrone,121,1,121,108,2.42,0.02,1,2,0,0,42.00,42.00,Tasty: 1,Flowerpot: 9,"155MM HOWITZER [M114]: 119, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/28842
Steam ID,Stocky,78,43,1.81,12,0.81,0.45,8,0,0,0,9.00,0.00,[EXDr]DFFX: 5,[EXDr]DFFX: 7,"STG44: 72, M43 STIELHANDGRANATE: 4, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/28831
Steam ID,smokeybassoon73,70,9,7.78,41,0.73,0.09,3,6,1,1,25.00,1.00,Justcallme.tino: 1,Onelung: 7,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 29, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 17, MG34: 9, 75MM CANNON [Sd.Kfz.171 Panther]: 6, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 5, COAXIAL MG34 [Sd.Kfz.171 Panther]: 3, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 1",https://server2.82nd.gg/#/gamescoreboard/28831
Steam ID,99Leshen99,69,13,5.31,51,2.07,0.39,5,1,0,0,12.00,0.00,ArthurAvalon: 2,ghettorat: 5,"150MM HOWITZER [sFH 18]: 51, KARABINER 98K: 17, M24 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28829
Steam ID,ܔܛܔܔKnee,82,33,2.48,19,0.93,0.37,6,0,2,1,9.00,1.00,indus: 4,DeadPixel: 5,"M1 GARAND: 81, M1A1 THOMPSON: 1",https://server2.82nd.gg/#/gamescoreboard/28812
Steam ID,Viking,68,0,68,68,1.61,0,0,10,0,0,0.00,167.00,,Wrecker: 6,150MM HOWITZER [sFH 18]: 68,https://server2.82nd.gg/#/gamescoreboard/28808
Steam ID,SLÄVonac.exe,128,13,9.85,113,1.47,0.15,2,1,1,1,33.00,2.00,Oddball: 2,Mr. e-Zee: 9,"150MM HOWITZER [sFH 18]: 112, KARABINER 98K: 8, STG44: 2, M43 STIELHANDGRANATE: 2, UNKNOWN: 1, GEWEHR 43: 1, M2 AP MINE: 1, TELLERMINE 43: 1",https://server2.82nd.gg/#/gamescoreboard/28791
Steam ID,КАРЕН ЧЕРНОМОРСКИХ,66,14,4.71,30,0.9,0.19,3,2,0,0,15.00,1.00,HLL.PL | HAJZER: 3,Magellan: 4,"150MM HOWITZER [sFH 18]: 48, GEWEHR 43: 17, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28790
Steam ID,Olaf,70,29,2.41,15,0.93,0.39,3,0,0,0,7.00,1.00,Tompork: 4,Rezkin-Gurh: 6,"MP40: 68, LUGER P08: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28787
Steam ID,Ol' Dirty Bastard,98,20,4.9,32,1.13,0.23,5,4,1,1,27.00,1.00,HESilentmad: 7,Andhound: 7,"155MM HOWITZER [M114]: 91, M1A1 THOMPSON: 5, S-MINE: 2",https://server2.82nd.gg/#/gamescoreboard/28787
Steam ID,SP,92,28,3.29,15,1.05,0.32,2,0,1,1,17.00,0.00,gulyaliastoobel: 3,Итгэл: 6,"FG42 x4: 86, UNKNOWN: 3, S-MINE: 1, M2 AP MINE: 1, KARABINER 98K x8: 1",https://server2.82nd.gg/#/gamescoreboard/28782
Steam ID,Ronald Speirs.THC,72,9,8,17,0.82,0.1,3,0,0,0,20.00,1.00,Ol' Dirty Bastard: 5,Carthus: 4,STG44: 72,https://server2.82nd.gg/#/gamescoreboard/28782
Steam ID,Stocky,65,11,5.91,45,1.17,0.2,4,0,0,0,13.00,1.00,Parozzo: 2,jeffreyday101: 6,"150MM HOWITZER [sFH 18]: 45, GEWEHR 43: 19, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28774
Steam ID,Summer,89,2,44.5,76,1.02,0.02,1,2,0,0,20.00,10.00,Granger: 1,Zack_Attack: 8,"76MM M1 GUN [Sherman M4A3E2(76)]: 72, COAXIAL M1919 [Sherman M4A3E2(76)]: 11, 75MM CANNON [Sherman M4A3(75)W]: 6",https://server2.82nd.gg/#/gamescoreboard/28772
Steam ID,tevfik,67,16,4.19,22,0.76,0.18,2,0,0,0,12.00,1.00,[82AD] PisiJiK: 3,Boba Bean: 5,"MG42: 62, GEWEHR 43: 3, LUGER P08: 2",https://server2.82nd.gg/#/gamescoreboard/28759
Steam ID,Raste,65,10,6.5,25,0.74,0.11,2,0,0,0,24.00,0.00,Alzheimer cowboy: 1,Stonecold216: 5,MG42: 65,https://server2.82nd.gg/#/gamescoreboard/28759
Steam ID,Nolhek,69,10,6.9,20,0.78,0.11,3,0,0,0,20.00,1.00,Cptn Winterz: 3,RsK JokeR: 5,"MG42: 65, LUGER P08: 4",https://server2.82nd.gg/#/gamescoreboard/28759
Steam ID,WILLIE,73,1,73,40,1.54,0.02,1,2,0,0,28.00,28.00,[82AD] Sickb0y: 1,Herr Dude: 6,"155MM HOWITZER [M114]: 70, TELLERMINE 43: 2, M1 CARBINE: 1",https://server2.82nd.gg/#/gamescoreboard/28745
Steam ID,Summer,80,2,40,63,2.54,0.06,1,0,0,0,22.00,8.00,Sgt. Nimura: 2,Sgt. Nimura: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 51, 75MM CANNON [Sherman M4A3(75)W]: 16, COAXIAL M1919 [Sherman M4A3E2(76)]: 12, COAXIAL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/28744
Steam ID,primal,70,16,4.38,46,0.78,0.18,4,9,0,0,42.00,1.00,inCubus: 2,-=RED=-: 6,"155MM HOWITZER [M114]: 55, M1A1 THOMPSON: 13, UNKNOWN: 1, TELLERMINE 43: 1",https://server2.82nd.gg/#/gamescoreboard/28742
Steam ID,Trxppyace,70,5,14,52,0.8,0.06,2,3,3,3,48.00,-1.00,Tarbulla: 2,BodyStacka16: 5,"75MM M3 GUN [Sherman M4A3E2]: 29, 155MM HOWITZER [M114]: 24, 76MM M1 GUN [Sherman M4A3E2(76)]: 10, COAXIAL M1919 [Sherman M4A3E2]: 2, 75MM CANNON [Sherman M4A3(75)W]: 2, COAXIAL M1919 [Sherman M4A3(75)W]: 2, COAXIAL M1919 [Sherman M4A3E2(76)]: 1",https://server2.82nd.gg/#/gamescoreboard/28722
Steam ID,RIFLEMEN '22,102,25,4.08,13,1.81,0.44,4,1,0,0,11.00,0.00,Cecil826: 4,Tylor: 6,MG42: 102,https://server2.82nd.gg/#/gamescoreboard/28720
Steam ID,Thagomizer,66,20,3.3,21,0.76,0.23,6,0,0,0,26.00,1.00,Alpo: 4,Yoanfer: 5,"M1903 SPRINGFIELD: 65, COLT M1911: 1",https://server2.82nd.gg/#/gamescoreboard/28718
Steam ID,Piggepingu,66,25,2.64,16,0.75,0.28,4,0,0,0,12.00,1.00,palmito: 2,holliday5234: 6,"GEWEHR 43: 61, MP40: 2, UNKNOWN: 2, FELDSPATEN: 1",https://server2.82nd.gg/#/gamescoreboard/28717
Steam ID,[82ADr] Rip,82,46,1.78,17,1.02,0.57,5,0,1,1,6.00,0.00,[82AD] Ghost^Recon: 13,[82AD] gem: 17,"STG44: 51, M1 GARAND: 27, MK2 GRENADE: 2, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/28703
Steam ID,[82AD] Jarvenhill,65,47,1.38,9,0.75,0.54,4,0,0,0,10.00,0.00,[82AD] gem: 12,[82AD] Rubd: 14,"MP40: 27, M1 GARAND: 26, GEWEHR 43: 8, M43 STIELHANDGRANATE: 4",https://server2.82nd.gg/#/gamescoreboard/28703
Steam ID,[82AD] God,66,43,1.53,7,0.76,0.49,4,1,0,0,6.00,0.00,[82AD] Cahoots: 10,[82AD] Cahoots: 15,"GEWEHR 43: 20, M1A1 THOMPSON: 15, STG44: 14, M1 GARAND: 12, MK2 GRENADE: 3, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/28703
Steam ID,[82AD] Ghost^Recon,67,56,1.2,7,0.76,0.64,7,0,1,1,4.00,0.00,[82ADr] Rip: 13,[82ADr] Rip: 13,"GEWEHR 43: 33, M1A1 THOMPSON: 10, M1 GARAND: 9, M43 STIELHANDGRANATE: 6, MP40: 4, STG44: 3, MK2 GRENADE: 2",https://server2.82nd.gg/#/gamescoreboard/28703
Steam ID,[82AD] gem,65,69,0.94,6,0.75,0.79,9,0,0,0,6.00,0.00,[82ADr] Rip: 17,[82ADr] daerB: 13,"GEWEHR 43: 35, M1 GARAND: 24, M43 STIELHANDGRANATE: 3, MK2 GRENADE: 2, M3 KNIFE: 1",https://server2.82nd.gg/#/gamescoreboard/28703
Steam ID,Smith,70,30,2.33,14,0.88,0.38,4,0,0,0,9.00,0.00,McDiddy: 6,pudding: 7,"MG34: 40, KARABINER 98K: 23, S-MINE: 5, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/28693
Steam ID,Stocky,77,34,2.26,16,0.88,0.39,5,1,1,1,7.00,0.00,[82AD] God: 6,CreatrixVaratio: 5,"M1 GARAND: 67, BAZOOKA: 6, MK2 GRENADE: 4",https://server2.82nd.gg/#/gamescoreboard/28661
Steam ID,U2F | ANDREEV,89,29,3.07,38,1.01,0.33,6,8,0,0,11.00,0.00,L: 5,Alex: 5,"150MM HOWITZER [sFH 18]: 56, MG42: 16, STG44: 4, KARABINER 98K: 4, MP40: 3, 75MM CANNON [PAK 40]: 3, M43 STIELHANDGRANATE: 2, GEWEHR 43: 1",https://server2.82nd.gg/#/gamescoreboard/28655
Steam ID,КАРЕН ЧЕРНОМОРСКИХ,89,22,4.05,26,1.01,0.25,4,3,0,0,9.00,1.00,BajaMaliKnindzaSRB: 8,KGB: 7,"155MM HOWITZER [M114]: 81, M1 CARBINE: 6, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/28654
Steam ID,SugarPie.Zero,67,27,2.48,12,0.76,0.3,4,0,0,0,10.00,1.00,[DC] Elwahir: 2,Lar: 5,"STG44: 41, MG42: 24, GEWEHR 43: 2",https://server2.82nd.gg/#/gamescoreboard/28654
Steam ID,Nilkson,77,37,2.08,13,0.88,0.42,5,0,0,0,7.00,0.00,DaIMP: 3,Sharpshooter: 7,"STG44: 76, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28654
Steam ID,[82AD] gem,73,16,4.56,73,0.81,0.18,11,0,0,0,37.00,0.00,[82AD] Ghost^Recon: 6,[82AD] Kenny: 7,"M1 GARAND: 70, FELDSPATEN: 2, M3 KNIFE: 1",https://server2.82nd.gg/#/gamescoreboard/28648
Steam ID,Nolhek,69,8,8.62,26,1.44,0.17,2,1,0,0,16.00,1.00,The wierd one: 2,lotus: 6,"MG42: 67, LUGER P08: 2",https://server2.82nd.gg/#/gamescoreboard/28645
Steam ID,SESH || Mocha Cafe,125,50,2.5,11,1.42,0.57,5,0,0,0,7.00,1.00,[82AD] R3mba: 5,Kenny: 11,"GEWEHR 43: 103, KARABINER 98K: 9, STG44: 7, FG42: 4, PANZERSCHRECK: 1, MG 42 [Sd.Kfz 251 Half-track]: 1",https://server2.82nd.gg/#/gamescoreboard/28642
Steam ID,SESH || Mocha Cafe,81,27,3,13,1.21,0.4,3,0,0,0,11.00,1.00,Winston: 4,Jakilli: 5,"M1 GARAND: 71, BAZOOKA: 8, MK2 GRENADE: 2",https://server2.82nd.gg/#/gamescoreboard/28639
Steam ID,КАРЕН ЧЕРНОМОРСКИХ,84,27,3.11,26,1.11,0.36,6,3,0,0,15.00,0.00,Jakilli: 8,Rhothan: 7,"150MM HOWITZER [sFH 18]: 68, GEWEHR 43: 15, M1A1 AT MINE: 1",https://server2.82nd.gg/#/gamescoreboard/28635
Steam ID,Raven,68,17,4,57,0.86,0.22,8,1,1,1,23.00,1.00,Jakilli: 5,[82ADr] Yebbert=VX9=: 6,"150MM HOWITZER [sFH 18]: 57, GEWEHR 43: 11",https://server2.82nd.gg/#/gamescoreboard/28635
Steam ID,Pan Držka,96,1,96,71,1.1,0.01,1,8,0,0,34.00,34.00,[82AD] Victrix: 1,Sgt.Rex: 7,"150MM HOWITZER [sFH 18]: 95, MP40: 1",https://server2.82nd.gg/#/gamescoreboard/28631
Steam ID,Skaeat,75,6,12.5,19,1.22,0.1,1,0,1,1,19.00,3.00,Mike: 1,Bbugger: 10,M1A1 THOMPSON: 75,https://server2.82nd.gg/#/gamescoreboard/28611
Steam ID,Roktmanskip™,77,6,12.83,32,0.9,0.07,1,1,0,0,25.00,5.00,L334m: 2,Merp.: 4,"75MM CANNON [Sherman M4A3(75)W]: 44, 155MM HOWITZER [M114]: 13, COAXIAL M1919 [Sherman M4A3(75)W]: 8, 37MM CANNON [Stuart M5A1]: 6, 76MM M1 GUN [Sherman M4A3E2(76)]: 3, COAXIAL M1919 [Stuart M5A1]: 2, COAXIAL M1919 [Sherman M4A3E2(76)]: 1",https://server2.82nd.gg/#/gamescoreboard/28607
Steam ID,Summer,116,2,58,106,1.77,0.03,1,0,0,0,50.00,11.00,mochy47: 1,BlackHawk: 6,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 56, 88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 46, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 7, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 6, M1A1 AT MINE: 1",https://server2.82nd.gg/#/gamescoreboard/28595
Steam ID,Smelly Chicken,92,3,30.67,37,1.04,0.03,1,4,0,0,29.00,10.00,N00bzzy: 1,(CRO)Simix96: 6,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 42, 75MM CANNON [Sd.Kfz.171 Panther]: 33, COAXIAL MG34 [Sd.Kfz.171 Panther]: 8, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 7, M1A1 AT MINE: 2",https://server2.82nd.gg/#/gamescoreboard/28585
Steam ID,oddisee,68,8,8.5,23,0.78,0.09,2,0,0,0,20.00,1.00,Nils: 2,N00bzzy: 5,"75MM CANNON [Sd.Kfz.171 Panther]: 30, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 19, COAXIAL MG34 [Sd.Kfz.171 Panther]: 9, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 7, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 2, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 1",https://server2.82nd.gg/#/gamescoreboard/28585
Steam ID,是张氏呀,153,3,51,91,1.76,0.03,1,1,0,0,49.00,8.00,Druid [JOMS]: 1,[82AD] Soundbust: 7,"75MM CANNON [Sd.Kfz.161 Panzer IV]: 134, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 18, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28581
Steam ID,不找四六,121,5,24.2,51,1.38,0.06,2,6,0,0,34.00,1.00,Dill: 2,SoppierSoap 3529: 9,"150MM HOWITZER [sFH 18]: 53, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 38, COAXIAL MG34 [Sd.Kfz.234 Puma]: 12, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 10, KARABINER 98K: 5, GEWEHR 43: 2, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 1",https://server2.82nd.gg/#/gamescoreboard/28581
Steam ID,Zachyus,70,14,5,23,0.95,0.19,5,1,0,0,27.00,1.00,squashmango: 2,Mighty Golden Otter: 4,"150MM HOWITZER [sFH 18]: 21, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 21, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 8, COAXIAL MG34 [Sd.Kfz.121 Luchs]: 6, COAXIAL MG34 [Sd.Kfz.234 Puma]: 5, KARABINER 98K: 5, MP40: 2, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28561
Steam ID,Tompork,65,29,2.24,15,0.9,0.4,2,0,1,1,12.00,0.00,ruegs5241: 2,GamingWizard604: 3,"M1A1 THOMPSON: 43, MG34: 15, GEWEHR 43: 4, MK2 GRENADE: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28561
Steam ID,Мr. Mraz,74,25,2.96,14,0.85,0.29,4,1,1,1,9.00,1.00,Ollie: 3,LOKI: 6,"MP40: 69, LUGER P08: 3, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/28557
Steam ID,Tfurca,74,23,3.22,17,0.84,0.26,3,0,1,1,9.00,1.00,tlv0000: 3,Egg: 6,"GEWEHR 43: 70, M43 STIELHANDGRANATE: 4",https://server2.82nd.gg/#/gamescoreboard/28557
Steam ID,Paul476,71,16,4.44,47,1.01,0.23,5,4,0,0,20.00,0.00,cubix.the: 2,ABC: 4,"150MM HOWITZER [sFH 18]: 46, STG44: 11, MP40: 8, MG42: 4, S-MINE: 1, KARABINER 98K: 1",https://server2.82nd.gg/#/gamescoreboard/28554
Steam ID,TripleZer0,99,1,99,93,1.55,0.02,1,2,0,0,11.00,11.00,Mistros: 1,Rodp3: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 63, COAXIAL M1919 [Sherman M4A3E2(76)]: 30, HULL M1919 [Stuart M5A1]: 6",https://server2.82nd.gg/#/gamescoreboard/28541
Steam ID,Pike's Pirate,71,4,17.75,34,0.8,0.05,1,1,0,0,20.00,10.00,-[HRAF]BubiHUN: 2,Hubert Gringle: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 43, 75MM CANNON [Sherman M4A3(75)W]: 15, COAXIAL M1919 [Sherman M4A3E2(76)]: 10, COAXIAL M1919 [Sherman M4A3(75)W]: 3",https://server2.82nd.gg/#/gamescoreboard/28537
Steam ID,Raste,66,27,2.44,15,0.75,0.31,4,0,0,0,18.00,1.00,[82ADr] Gaalsson: 3,denLette: 6,"MG42: 60, 75MM CANNON [PAK 40]: 4, LUGER P08: 1, GMC CCKW 353 (Supply): 1",https://server2.82nd.gg/#/gamescoreboard/28531
Steam ID,RedRebelCork,75,15,5,32,1.33,0.27,3,0,0,0,8.00,1.00,CE01: 2,chevana: 5,"M1 GARAND: 74, MK2 GRENADE: 1",https://server2.82nd.gg/#/gamescoreboard/28506
Steam ID,Petar,65,3,21.67,35,1.3,0.06,1,3,0,0,25.00,3.00,Kamber56: 1,_Ageo_: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 33, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 20, COAXIAL MG34 [Sd.Kfz.171 Panther]: 9, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 2, 50mm KwK 39/1 [Sd.Kfz.234 Puma]: 1",https://server2.82nd.gg/#/gamescoreboard/28506
Steam ID,STRUTCH FARM,88,58,1.52,10,1.01,0.67,4,1,0,0,8.00,0.00,AppleCider: 5,Barracuda: 11,"M1 GARAND: 53, MK2 GRENADE: 18, M1A1 THOMPSON: 11, M1 CARBINE: 5, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28505
Steam ID,STRUTCH FARM,77,35,2.2,12,0.88,0.4,4,0,2,1,9.00,0.00,Sgt Bob: 3,Zinka9: 8,"M1 GARAND: 70, MK2 GRENADE: 6, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28501
Steam ID,RIFLEMEN '22,74,13,5.69,35,0.83,0.15,3,4,0,0,27.00,0.00,johnatan: 2,lucas3500: 5,"150MM HOWITZER [sFH 18]: 33, 155MM HOWITZER [M114]: 31, KARABINER 98K: 3, GEWEHR 43: 2, TELLERMINE 43: 2, STG44: 1, M97 TRENCH GUN: 1, M24 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/28501
Steam ID,Void | s(k)rtt,75,16,4.69,42,1.03,0.22,4,3,0,0,16.00,0.00,[82AD] God: 10,[82AD] Ghost^Recon: 8,"150MM HOWITZER [sFH 18]: 64, GEWEHR 43: 10, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/28500
Steam ID,//KillSwitcH,69,42,1.64,9,1.0,0.61,4,1,1,1,7.00,0.00,[82AD] Rubd: 4,[82AD] Cannonfodder: 7,"STG44: 66, M43 STIELHANDGRANATE: 3",https://server2.82nd.gg/#/gamescoreboard/28500
