Steam ID,Name,Kills,Deaths,K/D,Max kill streak,Kill(s) / minute,Death(s) / minute,Max death streak,Max TK streak,Death by TK,Death by TK Streak,(aprox.) Longest life min.,(aprox.) Shortest life secs.,Nemesis,Victim,Weapons,game_id
Steam ID,Roolius,84,21,4,25,0.95,0.24,4,1,1,1,15.00,0.00,Griff: 4,RADWIMPS_ZEN098: 4,"M1 GARAND: 80, BAZOOKA: 4",https://server2.82nd.gg/#/gamescoreboard/29767
Steam ID,Кучи,88,17,5.18,20,1.18,0.23,4,2,1,1,17.00,1.00,Void | Yeet: 2,Tynir The Goon: 4,"MP40: 78, SATCHEL: 7, M43 STIELHANDGRANATE: 2, KARABINER 98K: 1",https://server2.82nd.gg/#/gamescoreboard/29726
Steam ID,PolishCowboy,65,3,21.67,53,0.79,0.04,1,5,1,1,72.00,2.00,Soup: 2,=[EVI]=--OneShot->: 5,"150MM HOWITZER [sFH 18]: 64, KARABINER 98K: 1",https://server2.82nd.gg/#/gamescoreboard/29722
Steam ID,Uncle Bunkle Beard,96,46,2.09,9,1.14,0.55,4,1,1,1,8.00,0.00,[DC] Amp: 4,marko_blanco: 10,"M1 GARAND: 93, MK2 GRENADE: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29720
Steam ID,Vojvoda Stevan,72,30,2.4,16,0.81,0.34,3,0,0,0,10.00,1.00,Pouki: 4,AghastSeum97: 4,"M1903 SPRINGFIELD: 69, M2 AP MINE: 3",https://server2.82nd.gg/#/gamescoreboard/29719
Steam ID,Thicccboye,92,45,2.04,8,1.01,0.49,5,0,1,1,7.00,0.00,[82AD] Kapital: 4,Zelí: 7,"STG44: 62, MP40: 29, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29708
Steam ID,Mr Spacemufin,85,7,12.14,75,1.27,0.1,2,2,0,0,32.00,0.00,Guillete: 2,KrissTorrio: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 64, COAXIAL M1919 [Sherman M4A3E2(76)]: 18, BROWNING M1919: 1, COAXIAL M1919 [M8 Greyhound]: 1, HULL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29698
Steam ID,mK,71,20,3.55,13,1.0,0.28,2,0,1,1,13.00,1.00,Swellboy: 3,TATTOOine: 5,"MG42: 70, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29698
Steam ID,Thicccboye,73,31,2.35,12,0.94,0.4,3,0,0,0,7.00,1.00,_HighTunes_: 3,Golova: 5,"M1 GARAND: 53, M97 TRENCH GUN: 17, MK2 GRENADE: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29697
Steam ID,Vinnuuu,154,10,15.4,76,1.77,0.11,2,7,1,1,17.00,3.00,Serman: 2,[BWCC] Ollie: 10,"150MM HOWITZER [sFH 18]: 146, MP40: 7, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29694
Steam ID,TRUMP2024,113,6,18.83,45,1.28,0.07,2,6,0,0,28.00,1.00,[82AD] Favouriteless: 2,XDroSaint: 7,"37MM CANNON [Stuart M5A1]: 48, 75MM CANNON [Sherman M4A3(75)W]: 39, COAXIAL M1919 [Sherman M4A3(75)W]: 10, COAXIAL M1919 [Stuart M5A1]: 10, HULL M1919 [Sherman M4A3(75)W]: 2, COLT M1911: 1, Opel Blitz (Transport): 1, M6 37mm [M8 Greyhound]: 1, HULL M1919 [Stuart M5A1]: 1",https://server2.82nd.gg/#/gamescoreboard/29694
Steam ID,Tangaterje,70,25,2.8,19,0.8,0.29,4,0,0,0,15.00,0.00,ScantyRadar: 4,"don't fly, travel by: 5","M1 GARAND: 69, BAZOOKA: 1",https://server2.82nd.gg/#/gamescoreboard/29655
Steam ID,OnesMore,71,8,8.88,20,1.64,0.19,2,0,0,0,10.00,1.00,[82AD] Biggles: 2,flipflops: 6,"KARABINER 98K: 48, STG44: 18, UNKNOWN: 3, PANZERSCHRECK: 2",https://server2.82nd.gg/#/gamescoreboard/29645
Steam ID,Misogi Kumagawa 球磨川,69,17,4.06,17,0.91,0.23,4,0,0,0,13.00,0.00,Vortex: 4,FanclubPL: 7,"KARABINER 98K: 63, WALTHER P38: 6",https://server2.82nd.gg/#/gamescoreboard/29643
Steam ID,Sniper_888,72,41,1.76,11,0.82,0.47,6,0,1,1,8.00,0.00,Amaretto: 4,Avocado: 4,"GEWEHR 43: 70, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/29641
Steam ID,ThePunk,66,28,2.36,23,0.75,0.32,4,1,4,1,8.00,0.00,The Silent Centurion: 5,DragonFire212: 7,"GEWEHR 43: 60, M43 STIELHANDGRANATE: 6",https://server2.82nd.gg/#/gamescoreboard/29633
Steam ID,Tsavo,84,1,84,47,1.27,0.02,1,3,0,0,22.00,22.00,[WTH]mpitt: 1,BJ Racoon: 5,"150MM HOWITZER [sFH 18]: 83, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29594
Steam ID,TheN0tS0mighty,84,24,3.5,23,1.09,0.31,3,0,1,1,10.00,1.00,PINK_PR1NCESS: 2,Munchies: 5,"GEWEHR 43: 77, WALTHER P38: 3, MP40: 2, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29575
Steam ID,ssd,76,10,7.6,37,0.83,0.11,3,1,0,0,16.00,2.00,TheN0tS0mighty: 1,Dwayne the Rockbotto: 5,"75MM M3 GUN [Sherman M4A3E2]: 30, 37MM CANNON [Stuart M5A1]: 20, COAXIAL M1919 [Sherman M4A3E2]: 7, COAXIAL M1919 [Stuart M5A1]: 5, M1918A2 BAR: 4, HULL M1919 [Stuart M5A1]: 3, HULL M1919 [Sherman M4A3E2(76)]: 2, 75MM CANNON [Sherman M4A3(75)W]: 1, Stuart M5A1: 1, COLT M1911: 1, HULL M1919: 1, HULL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29575
Steam ID,Ronald Speirs.THC,71,12,5.92,14,0.86,0.14,2,0,0,0,15.00,1.00,derDude: 1,mr.mmm45445: 7,M1 GARAND: 71,https://server2.82nd.gg/#/gamescoreboard/29573
Steam ID,ventus,66,27,2.44,29,0.85,0.35,5,1,0,0,16.00,1.00,TriggerHappy: 3,Nut: 5,"BROWNING M1919: 52, M97 TRENCH GUN: 8, M1 CARBINE: 2, M1918A2 BAR: 2, M3 GREASE GUN: 2",https://server2.82nd.gg/#/gamescoreboard/29566
Steam ID,PuffDragon,65,16,4.06,17,0.89,0.22,6,0,0,0,16.00,1.00,[LS] KASON: 3,Chachingatan: 4,"M1 GARAND: 61, BAZOOKA: 4",https://server2.82nd.gg/#/gamescoreboard/29566
Steam ID,TenthDrake,79,13,6.08,32,1.03,0.17,3,13,1,1,15.00,1.00,Matticus Caesar: 3,TRman52: 5,"150MM HOWITZER [sFH 18]: 65, MP40: 7, M43 STIELHANDGRANATE: 5, KARABINER 98K: 2",https://server2.82nd.gg/#/gamescoreboard/29565
Steam ID,monolith,77,1,77,77,1.54,0.02,1,3,0,0,37.00,37.00,Luftwaffle: 1,red1der: 5,"150MM HOWITZER [sFH 18]: 74, KARABINER 98K: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29564
Steam ID,PAR,74,12,6.17,35,1.1,0.18,3,0,0,0,23.00,1.00,Vrappydino: 4,BoJIoCbI_B_Hocy: 5,M1 GARAND: 74,https://server2.82nd.gg/#/gamescoreboard/29556
Steam ID,Wayrow,78,3,26,71,1.66,0.06,1,3,0,0,7.00,1.00,[DC] ReasoN: 1,MadLooK: 6,"75MM CANNON [Sd.Kfz.171 Panther]: 55, COAXIAL MG34 [Sd.Kfz.171 Panther]: 16, 20MM KWK 30 [Sd.Kfz.121 Luchs]: 4, WALTHER P38: 1, M8 Greyhound: 1, HULL MG34 [Sd.Kfz.171 Panther]: 1",https://server2.82nd.gg/#/gamescoreboard/29547
Steam ID,Toony,69,2,34.5,38,1.18,0.03,1,0,0,0,25.00,7.00,Llockie: 1,Kluckin_1: 5,"155MM HOWITZER [M114]: 59, M6 37mm [M8 Greyhound]: 7, COAXIAL M1919 [M8 Greyhound]: 3",https://server2.82nd.gg/#/gamescoreboard/29544
Steam ID,Spheres,66,2,33,55,0.75,0.02,1,8,0,0,79.00,7.00,Nils: 1,(WTH)Ograkk: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 43, COAXIAL M1919 [Sherman M4A3E2(76)]: 12, 75MM CANNON [Sherman M4A3(75)W]: 9, COAXIAL M1919 [Sherman M4A3(75)W]: 2",https://server2.82nd.gg/#/gamescoreboard/29538
Steam ID,Secret,66,17,3.88,17,1.16,0.3,7,0,0,0,10.00,1.00,Quh: 2,musekull: 4,"MG42: 65, GMC CCKW 353 (Transport): 1",https://server2.82nd.gg/#/gamescoreboard/29535
Steam ID,Tyrone,81,32,2.53,12,1.0,0.4,3,0,0,0,10.00,0.00,ABO TA3OOS: 6,Jezza: 6,"GEWEHR 43: 72, 150MM HOWITZER [sFH 18]: 9",https://server2.82nd.gg/#/gamescoreboard/29533
Steam ID,Tyrone,76,2,38,76,1.34,0.04,2,7,0,0,2.00,1.00,Alesmus: 2,citizen insane: 4,"150MM HOWITZER [sFH 18]: 75, GEWEHR 43: 1",https://server2.82nd.gg/#/gamescoreboard/29528
Steam ID,Sheriffi,137,0,137,137,1.6,0,0,3,0,0,0.00,167.00,,Pianos: 8,"150MM HOWITZER [sFH 18]: 136, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29518
Steam ID,Shwenn,79,30,2.63,10,1.04,0.39,4,1,1,1,7.00,-1.00,Lar: 4,nopo: 8,"STG44: 36, MG42: 22, 75MM CANNON [PAK 40]: 13, Sherman M4A3E2(76): 4, UNKNOWN: 3, KARABINER 98K: 1",https://server2.82nd.gg/#/gamescoreboard/29514
Steam ID,SlicingSouls,103,5,20.6,63,1.69,0.08,2,1,0,0,25.00,2.00,Bongo_Ahoy: 1,Bongo_Ahoy: 6,"76MM M1 GUN [Sherman M4A3E2(76)]: 69, COAXIAL M1919 [Sherman M4A3E2(76)]: 26, 75MM CANNON [Sherman M4A3(75)W]: 5, COAXIAL M1919 [Stuart M5A1]: 2, COAXIAL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29512
Steam ID,Secret,67,13,5.15,26,1.01,0.2,1,0,1,1,9.00,0.00,hamuj72: 4,[82AD] JimmyHammer: 8,"MG42: 66, LUGER P08: 1",https://server2.82nd.gg/#/gamescoreboard/29510
Steam ID,Rassfjøl,65,23,2.83,14,0.79,0.28,3,2,0,0,10.00,0.00,[TC] Fred: 3,[82AD] Shaky T: 4,"KARABINER 98K: 58, PANZERSCHRECK: 4, M43 STIELHANDGRANATE: 3",https://server2.82nd.gg/#/gamescoreboard/29494
Steam ID,Spheres,97,1,97,97,2.21,0.02,1,0,0,0,43.00,43.00,Stanok: 1,Tetrium: 7,"76MM M1 GUN [Sherman M4A3E2(76)]: 55, 37MM CANNON [Stuart M5A1]: 22, COAXIAL M1919 [Sherman M4A3E2(76)]: 13, COAXIAL M1919 [Stuart M5A1]: 7",https://server2.82nd.gg/#/gamescoreboard/29486
Steam ID,z man b style,67,16,4.19,17,0.76,0.18,4,0,1,1,18.00,1.00,Vaudge: 3,1NF3RN0: 7,"M1903 SPRINGFIELD: 65, M2 AP MINE: 2",https://server2.82nd.gg/#/gamescoreboard/29463
Steam ID,tompars125,66,40,1.65,11,0.76,0.46,10,0,0,0,9.00,1.00,z man b style: 7,Mystic: 7,"KARABINER 98K: 59, M24 STIELHANDGRANATE: 3, MG42: 1, STG44: 1, S-MINE: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29463
Steam ID,Simon Templar,66,6,11,22,1.35,0.12,2,0,0,0,12.00,2.00,//GPM: 1,JDuff1010: 5,"MG42: 65, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29462
Steam ID,wolf_slab,72,7,10.29,23,1.09,0.11,2,0,0,0,20.00,3.00,shootsmart223: 2,Tekablok: 6,"COAXIAL M1919 [Sherman M4A3E2(76)]: 33, 37MM CANNON [Stuart M5A1]: 12, COAXIAL M1919 [Stuart M5A1]: 12, 76MM M1 GUN [Sherman M4A3E2(76)]: 7, BROWNING M1919: 6, 75MM CANNON [Sherman M4A3(75)W]: 1, COAXIAL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29439
Steam ID,Stoney,65,23,2.83,11,0.99,0.35,5,1,0,0,9.00,1.00,shootsmart223: 2,RogueDraco: 5,"M1 GARAND: 35, M1918A2 BAR: 13, M97 TRENCH GUN: 10, M1 CARBINE: 6, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29439
Steam ID,PAR,86,24,3.58,29,1.08,0.3,3,0,0,0,18.00,1.00,MishaniaMD: 4,Zuchti: 5,"M1 GARAND: 81, UNKNOWN: 2, MK2 GRENADE: 2, BAZOOKA: 1",https://server2.82nd.gg/#/gamescoreboard/29437
Steam ID,yuki0,82,10,8.2,78,1.08,0.13,5,4,0,0,48.00,1.00,[82ADr] Raven: 3,LiquidVenom: 10,"155MM HOWITZER [M114]: 78, M1A1 THOMPSON: 2, UNKNOWN: 1, M2 AP MINE: 1",https://server2.82nd.gg/#/gamescoreboard/29435
Steam ID,Subs,82,5,16.4,49,0.98,0.06,2,3,0,0,44.00,2.00,·Т я î к ü: 2,Bean.exe: 8,"150MM HOWITZER [sFH 18]: 74, MP40: 7, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29376
Steam ID,Zoli Garsa,71,34,2.09,10,0.8,0.38,4,0,0,0,11.00,0.00,general global muutt: 4,[82AD] Alwahda: 8,"STG44: 49, SATCHEL: 7, PANZERSCHRECK: 5, KARABINER 98K: 4, 75MM CANNON [PAK 40]: 3, M43 STIELHANDGRANATE: 2, IS-1: 1",https://server2.82nd.gg/#/gamescoreboard/29352
Steam ID,swellboy,79,29,2.72,9,0.87,0.32,4,0,1,1,8.00,0.00,[82AD] Hansen: 2,Len Rok: 5,"STG44: 75, SATCHEL: 2, UNKNOWN: 1, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29349
Steam ID,Muse,78,3,26,56,1.38,0.05,1,0,0,0,32.00,9.00,J. Basilone: 1,The(c)Shibe: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 48, 75MM CANNON [Sherman M4A3(75)W]: 11, COAXIAL M1919 [Sherman M4A3E2(76)]: 8, M6 37mm [M8 Greyhound]: 5, COAXIAL M1919 [Sherman M4A3(75)W]: 3, COAXIAL M1919 [M8 Greyhound]: 2, 37MM CANNON [Stuart M5A1]: 1",https://server2.82nd.gg/#/gamescoreboard/29308
Steam ID,КАРЕН ЧЕРНОМОРСКИХ,74,14,5.29,35,0.87,0.16,3,2,0,0,22.00,1.00,Thorium: 2,[82AD] Rhys: 9,"150MM HOWITZER [sFH 18]: 63, GEWEHR 43: 10, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29305
Steam ID,pyeboy123,69,2,34.5,63,1.3,0.04,1,2,0,0,44.00,4.00,[82AD]Adamuv Damage: 1,_Tarnished: 5,"150MM HOWITZER [sFH 18]: 67, UNKNOWN: 1, KARABINER 98K: 1",https://server2.82nd.gg/#/gamescoreboard/29297
Steam ID,Ranger0ftheNorth,95,28,3.39,16,1.08,0.32,3,0,0,0,12.00,1.00,[DC] Bleicher Junge: 8,[DC] Bleicher Junge: 8,"STG44: 92, M43 STIELHANDGRANATE: 3",https://server2.82nd.gg/#/gamescoreboard/29294
Steam ID,秒解你的Bra,70,16,4.38,25,1.32,0.3,2,3,0,0,12.00,1.00,WIndRinser: 2,(RUS) Helbrayn: 8,"M1 GARAND: 44, M1A1 THOMPSON: 19, MK2 GRENADE: 7",https://server2.82nd.gg/#/gamescoreboard/29272
Steam ID,TRUMP2024,68,20,3.4,34,1.28,0.38,8,0,0,0,15.00,0.00,karl: 2,BenichouTV: 5,"75MM CANNON [Sherman M4A3(75)W]: 36, M3 GREASE GUN: 9, 37MM CANNON [Stuart M5A1]: 9, COAXIAL M1919 [Stuart M5A1]: 6, BROWNING M1919: 4, COAXIAL M1919 [Sherman M4A3(75)W]: 2, HULL M1919 [Stuart M5A1]: 1, HULL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29272
Steam ID,the_dylldolan,70,3,23.33,43,0.8,0.03,1,2,0,0,18.00,9.00,Squid: 1,SVEN-148: 5,"76MM M1 GUN [Sherman M4A3E2(76)]: 49, COAXIAL M1919 [Sherman M4A3E2(76)]: 16, 75MM CANNON [Sherman M4A3(75)W]: 4, COAXIAL M1919 [Sherman M4A3(75)W]: 1",https://server2.82nd.gg/#/gamescoreboard/29266
Steam ID,Pereira,87,27,3.22,19,0.99,0.31,3,0,0,0,12.00,1.00,Fluffybear97: 3,Bad times: 6,"M1 GARAND: 73, BAZOOKA: 8, MK2 GRENADE: 5, M3 KNIFE: 1",https://server2.82nd.gg/#/gamescoreboard/29266
Steam ID,SWEDEN2022HOT.SE,102,10,10.2,89,1.56,0.15,8,6,0,0,13.00,0.00,FilthyFRANK: 4,Knarrenh1: 6,"150MM HOWITZER [sFH 18]: 97, SATCHEL: 3, S-MINE: 1, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29264
Steam ID,Osprey,102,27,3.78,49,1.18,0.31,6,2,0,0,14.00,0.00,NahkaParturi: 6,Slinkan: 6,"150MM HOWITZER [sFH 18]: 77, MG42: 10, KARABINER 98K: 8, PANZERSCHRECK: 4, MP40: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29261
Steam ID,Wired,65,34,1.91,8,0.76,0.4,3,0,0,0,8.00,1.00,jAny36: 3,Sneaky Git: 5,"M1 GARAND: 61, BAZOOKA: 2, MK2 GRENADE: 2",https://server2.82nd.gg/#/gamescoreboard/29259
Steam ID,Putin's gonna love m,65,30,2.17,22,0.74,0.34,4,1,0,0,24.00,0.00,Krieg Of Dumb: 3,Stensby: 5,"M1918A2 BAR: 40, 155MM HOWITZER [M114]: 22, UNKNOWN: 2, MK2 GRENADE: 1",https://server2.82nd.gg/#/gamescoreboard/29254
Steam ID,monolith,69,11,6.27,32,0.79,0.13,3,5,0,0,22.00,1.00,247JustinKees: 3,LetAng: 6,"155MM HOWITZER [M114]: 62, M1 GARAND: 5, M1918A2 BAR: 2",https://server2.82nd.gg/#/gamescoreboard/29234
Steam ID,Toony,89,2,44.5,89,2.7,0.06,2,0,0,0,28.00,3.00,Zuchti: 1,dolle.robin: 6,"155MM HOWITZER [M114]: 88, TELLERMINE 43: 1",https://server2.82nd.gg/#/gamescoreboard/29231
Steam ID,Tyrone,97,8,12.12,57,1.47,0.12,3,5,1,1,21.00,1.00,RAT: 4,Melkerwinz: 8,"155MM HOWITZER [M114]: 82, M1 GARAND: 15",https://server2.82nd.gg/#/gamescoreboard/29221
Steam ID,Tyrone,136,8,17,53,1.77,0.1,2,7,0,0,22.00,1.00,RoA Rdm.: 2,Melkerwinz: 8,"150MM HOWITZER [sFH 18]: 99, GEWEHR 43: 18, 75MM CANNON [Sd.Kfz.171 Panther]: 18, COAXIAL MG34 [Sd.Kfz.171 Panther]: 1",https://server2.82nd.gg/#/gamescoreboard/29218
Steam ID,tssseppanen,68,17,4,13,0.78,0.19,2,0,0,0,10.00,1.00,nExReaper: 4,Melkerwinz: 5,"KARABINER 98K x8: 65, WALTHER P38: 2, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29218
Steam ID,nExReaper,75,21,3.57,9,0.86,0.24,2,0,0,0,8.00,1.00,TheFrisii: 2,TekijÆ: 6,"M97 TRENCH GUN: 58, M2 AP MINE: 6, MP40: 5, SATCHEL: 5, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29218
Steam ID,Tyrone,68,9,7.56,42,0.94,0.12,4,3,0,0,21.00,2.00,Solar: 1,S.S.O. | Towarzysz Z: 6,"88 KWK 36 L/56 [Sd.Kfz.181 Tiger 1]: 37, 75MM CANNON [Sd.Kfz.161 Panzer IV]: 14, COAXIAL MG34 [Sd.Kfz.181 Tiger 1]: 5, GEWEHR 43: 4, HULL MG34 [Sd.Kfz.161 Panzer IV]: 4, COAXIAL MG34 [Sd.Kfz.161 Panzer IV]: 4",https://server2.82nd.gg/#/gamescoreboard/29213
Steam ID,saud0albahli,85,5,17,48,1.04,0.06,1,0,0,0,28.00,1.00,henkerz: 2,thelordhunters1: 6,"75MM CANNON [Sherman M4A3(75)W]: 52, 37MM CANNON [Stuart M5A1]: 14, COAXIAL M1919 [Sherman M4A3(75)W]: 11, COAXIAL M1919 [Stuart M5A1]: 6, Stuart M5A1: 1, HULL M1919 [Stuart M5A1]: 1",https://server2.82nd.gg/#/gamescoreboard/29213
Steam ID,【LSP】Mr.shua周耍耍,114,33,3.45,13,1.37,0.4,2,0,2,1,8.00,0.00,Screwiez: 4,(RUS) Helbrayn: 11,"GEWEHR 43: 64, STG44: 40, SATCHEL: 4, M43 STIELHANDGRANATE: 3, MG42: 1, UNKNOWN: 1, GMC CCKW 353 (Transport): 1",https://server2.82nd.gg/#/gamescoreboard/29213
Steam ID,rÖvenN♥,77,12,6.42,41,1.03,0.16,5,0,0,0,15.00,1.00,KTM || Vulcano: 6,BlackyChanJapan: 7,"150MM HOWITZER [sFH 18]: 73, MP40: 2, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/29202
Steam ID,八雲墨,66,7,9.43,26,0.94,0.1,3,0,1,1,28.00,-1.00,taxcollector: 2,GlorytoUkraine: 4,"76MM M1 GUN [Sherman M4A3E2(76)]: 31, 37MM CANNON [Stuart M5A1]: 22, COAXIAL M1919 [Sherman M4A3E2(76)]: 9, COAXIAL M1919 [Stuart M5A1]: 4",https://server2.82nd.gg/#/gamescoreboard/29173
Steam ID,REDLEEEEEEEEEEEEEEEE,67,26,2.58,14,0.77,0.3,4,0,0,0,12.00,1.00,Nigel: 3,Akenost: 7,"M1 GARAND: 56, BOMBING RUN: 6, PRECISION STRIKE: 3, STRAFING RUN: 2",https://server2.82nd.gg/#/gamescoreboard/29168
Steam ID,Switcher,103,3,34.33,61,1.69,0.05,1,0,0,0,33.00,3.00,PAR: 1,Freedaddy: 10,"150MM HOWITZER [sFH 18]: 101, UNKNOWN: 1, GEWEHR 43: 1",https://server2.82nd.gg/#/gamescoreboard/29147
Steam ID,Sinnerman,70,24,2.92,14,0.79,0.27,5,3,0,0,11.00,1.00,Monstertov: 3,Moleratkid: 6,"M1A1 THOMPSON: 41, M1 CARBINE: 9, M1 GARAND: 7, MK2 GRENADE: 7, COLT M1911: 4, M3 KNIFE: 1, GMC CCKW 353 (Supply): 1",https://server2.82nd.gg/#/gamescoreboard/29144
Steam ID,Sinnerman,66,17,3.88,25,1.0,0.26,3,0,1,1,13.00,1.00,Purplesky: 3,Winky: 9,"KARABINER 98K: 56, WALTHER P38: 6, MP40: 1, UNKNOWN: 1, LUGER P08: 1, M24 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29142
Steam ID,Vash,74,0,74,74,1.16,0,0,6,0,0,0.00,167.00,,Cowboy: 12,155MM HOWITZER [M114]: 74,https://server2.82nd.gg/#/gamescoreboard/29141
Steam ID,SauerkrautFountain,96,24,4,24,1.45,0.36,3,0,0,0,9.00,0.00,Napelon: 4,Napelon: 12,"MG42: 92, UNKNOWN: 3, LUGER P08: 1",https://server2.82nd.gg/#/gamescoreboard/29141
Steam ID,panzerofthelake,72,15,4.8,54,1.46,0.3,6,1,0,0,15.00,1.00,Nemesis: 2,Saftschluerfer: 4,"150MM HOWITZER [sFH 18]: 53, STG44: 11, SATCHEL: 3, KARABINER 98K: 2, M43 STIELHANDGRANATE: 2, UNKNOWN: 1",https://server2.82nd.gg/#/gamescoreboard/29139
Steam ID,Tool Fox,104,60,1.73,14,1.2,0.69,4,0,2,1,5.00,0.00,Clarkeyyy: 5,Harry Davidson: 7,"STG44: 62, GEWEHR 43: 29, MP40: 6, S-MINE: 5, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/29113
Steam ID,Thelol182,68,33,2.06,16,0.79,0.38,5,0,0,0,10.00,0.00,Clarkeyyy: 7,Avaljud: 5,"FG42 x4: 39, KARABINER 98K x8: 25, S-MINE: 4",https://server2.82nd.gg/#/gamescoreboard/29113
Steam ID,Slippy[DK],78,20,3.9,11,0.92,0.24,2,0,0,0,13.00,1.00,mazda787b: 3,Sohmono: 5,"STG44: 71, M43 STIELHANDGRANATE: 5, UNKNOWN: 2",https://server2.82nd.gg/#/gamescoreboard/29107
Steam ID,The Machinegunner,124,20,6.2,21,1.45,0.23,3,0,1,1,9.00,1.00,mazda787b: 2,siepa3: 7,"MG34: 122, WALTHER P38: 1, GMC CCKW 353 (Transport): 1",https://server2.82nd.gg/#/gamescoreboard/29105
Steam ID,Stocky,71,37,1.92,10,0.81,0.42,6,0,1,1,9.00,1.00,X10 Academy | Algori: 4,garf: 7,"MP40: 67, UNKNOWN: 2, M43 STIELHANDGRANATE: 2",https://server2.82nd.gg/#/gamescoreboard/29088
Steam ID,NooK,73,23,3.17,22,0.88,0.28,3,0,0,0,13.00,0.00,Maj RazorMudDog: 2,DatGravyMix: 6,"KARABINER 98K x8: 67, WALTHER P38: 5, FG42 x4: 1",https://server2.82nd.gg/#/gamescoreboard/29087
Steam ID,Walt,76,16,4.75,18,0.87,0.18,4,0,0,0,18.00,1.00,D3T0X: 3,ginger6readman0: 5,"MG42: 70, MG34: 6",https://server2.82nd.gg/#/gamescoreboard/29081
Steam ID,Uncle Elf,83,30,2.77,34,0.94,0.34,5,4,0,0,14.00,1.00,𝐕!𝐰𝐚𝐬: 4,Knifeagent701: 5,"MG34: 41, 150MM HOWITZER [sFH 18]: 41, WALTHER P38: 1",https://server2.82nd.gg/#/gamescoreboard/29081
Steam ID,Skrewie,72,13,5.54,19,0.82,0.15,3,0,0,0,23.00,1.00,The Chocolate Jesus: 2,Rex Longbone: 5,"MG42: 68, LUGER P08: 2, GMC CCKW 353 (Supply): 2",https://server2.82nd.gg/#/gamescoreboard/29081
Steam ID,tiibetin spaniel,66,30,2.2,20,0.73,0.33,8,1,2,1,10.00,0.00,Rischo: 5,Ale: 6,"STG44: 65, M43 STIELHANDGRANATE: 1",https://server2.82nd.gg/#/gamescoreboard/29078
Steam ID,WILLIE,67,8,8.38,62,0.84,0.1,4,3,0,0,26.00,0.00,CurlyCloud: 5,Kim L. Z.: 6,"150MM HOWITZER [sFH 18]: 65, GEWEHR 43: 2",https://server2.82nd.gg/#/gamescoreboard/29067
Steam ID,SneakSilver,107,14,7.64,36,1.36,0.18,2,0,1,1,11.00,1.00,Ol' Hanß: 3,L1yle: 6,BROWNING M1919: 107,https://server2.82nd.gg/#/gamescoreboard/29053
Steam ID,𝓟.𝓚.𝓚-Nona☭诺娜,71,43,1.65,10,0.69,0.42,5,4,0,0,8.00,0.00,Blackwing: 7,Ogruf. 743: 7,"KARABINER 98K: 62, M43 STIELHANDGRANATE: 9",https://server2.82nd.gg/#/gamescoreboard/29047
Steam ID,WIB,78,17,4.59,12,1.14,0.25,2,0,1,1,11.00,1.00,II NIGHT RIDER II: 3,Grylls: 9,"MOSIN NAGANT 1891: 76, UNKNOWN: 1, RG-42 GRENADE: 1",https://server2.82nd.gg/#/gamescoreboard/29038
